Grupos Doencas,Doencas
Epilepsia,"DAE Já Usadas(VPA, CBZ, CNZ, PMD, LMG, FB, CLB)"
Epilepsia,"DAE Já Usadas(VPA, DFH, VGB, LMT, CBZ, OXCBZ, CLB)"
Epilepsia,"DAE Já Usadas(VPA, FB, CBZ, DFH, LMG, CNG)"
Epilepsia,"DAE Já Usadas(VPA, FNT, FNB, CBZ, OXBZ)"
Epilepsia,"DAE Pré ( CBZ 1400, CLB 10)"
Epilepsia,DAE Pré (-)
Epilepsia,DAE Pré ()
Epilepsia,"DAE Pré (AV 2250, CBZ 1600 CLN 4 mg / d)"
Epilepsia,"DAE Pré (CBZ  , CLB)"
Epilepsia,"DAE Pré (CBZ 1000, CLB 10)"
Epilepsia,"DAE Pré (CBZ 1000, CLB 20)"
Epilepsia,"DAE Pré (CBZ 1000, CLB 40)"
Epilepsia,DAE Pré (CBZ 1100)
Epilepsia,"DAE Pré (CBZ 1200 , Depakene 3x)"
Epilepsia,"DAE Pré (CBZ 1200, CLB 10, VPA 1000)"
Epilepsia,"DAE Pré (CBZ 1200, CLB 10)"
Epilepsia,"DAE Pré (CBZ 1200, CLB 20, DFH 300)"
Epilepsia,"DAE Pré (CBZ 1200, CLB 20)"
Epilepsia,"DAE Pré (CBZ 1200, CLB 30, TPM 800)"
Epilepsia,"DAE Pré (CBZ 1200, CLB 30, Zoloft 1 cp)"
Epilepsia,"DAE Pré (CBZ 1200, CLB 30)"
Epilepsia,"DAE Pré (CBZ 1200, CLB 60)"
Epilepsia,"DAE Pré (CBZ 1200, CLOB 60)"
Epilepsia,"DAE Pré (CBZ 1200, Clobazan 20)"
Epilepsia,"DAE Pré (CBZ 1200, DFH 300)"
Epilepsia,"DAE Pré (CBZ 1200, DFH 350)"
Epilepsia,"DAE Pré (CBZ 1200, FB 100)"
Epilepsia,"DAE Pré (CBZ 1200, Gabapentina 1600, Rivotril 2 , VPA 1500)"
Epilepsia,"DAE Pré (CBZ 1200, Meleril 50,)"
Epilepsia,"DAE Pré (CBZ 1200, Rivotril 6)"
Epilepsia,"DAE Pré (CBZ 1200, Urbanil 20, Fluxetina 10)"
Epilepsia,"DAE Pré (CBZ 1200, VGB 1500)"
Epilepsia,"DAE Pré (CBZ 1200, VPA 1000)"
Epilepsia,"DAE Pré (CBZ 1200, VPA 1500, CLB 40, FB 100)"
Epilepsia,DAE Pré (CBZ 1200)
Epilepsia,"DAE Pré (CBZ 1300, CLZ 6 mg)"
Epilepsia,"DAE Pré (CBZ 1300, DFH 300, CLB 10)"
Epilepsia,"DAE Pré (CBZ 1400, CLB 15)"
Epilepsia,"DAE Pré (CBZ 1400, CLB 20)"
Epilepsia,"DAE Pré (CBZ 1400, CLB 30, PMD 750)"
Epilepsia,"DAE Pré (CBZ 1400, DFH 300)"
Epilepsia,"DAE Pré (CBZ 1400, DFH 350, CLB 20)"
Epilepsia,"DAE Pré (CBZ 1400, FB 100, CLB 10)"
Epilepsia,"DAE Pré (CBZ 1400, Primidona 750)"
Epilepsia,DAE Pré (cbz 1400; cln 4)
Epilepsia,DAE Pré (CBZ 1400; fb 100)
Epilepsia,DAE Pré (cbz 1400)
Epilepsia,"DAE Pré (CBZ 1500, CLB 20)"
Epilepsia,"DAE Pré (CBZ 1600 , Clobazan 30)"
Epilepsia,"DAE Pré (CBZ 1600, CLB 20)"
Epilepsia,"DAE Pré (CBZ 1600, CLB 30, PMD 750)"
Epilepsia,"DAE Pré (CBZ 1600, CLB 30)"
Epilepsia,"DAE Pré (CBZ 1600, CLB 40)"
Epilepsia,"DAE Pré (CBZ 1600, Clobazan 30)"
Epilepsia,"DAE Pré (CBZ 1600, DFH 200)"
Epilepsia,"DAE Pré (CBZ 1600, DFH 400)"
Epilepsia,"DAE Pré (CBZ 1600, FB 100)"
Epilepsia,"DAE Pré (CBZ 1600, FB 200)"
Epilepsia,"DAE Pré (CBZ 1600, VPA 1500, CLB 10)"
Epilepsia,"DAE Pré (CBZ 1600, VPA 1500)"
Epilepsia,"DAE Pré (CBZ 1600, VPA 2000, CLB 20)"
Epilepsia,DAE Pré (cbz 1600; clb 30; Lmg 150)
Epilepsia,DAE Pré (CBZ 1600)
Epilepsia,"DAE Pré (CBZ 1800 , FB 300)"
Epilepsia,"DAE Pré (CBZ 1800, FB 150)"
Epilepsia,DAE Pré (CBZ 1800)
Epilepsia,DAE Pré (cbz 2400)
Epilepsia,"DAE Pré (CBZ 400, DFH 200)"
Epilepsia,"DAE Pré (CBZ 600, CLB 10)"
Epilepsia,"DAE Pré (CBZ 600, CLB 20)"
Epilepsia,DAE Pré (CBZ 600)
Epilepsia,"DAE Pré (CBZ 600mg/d, DFH 300mg/d)"
Epilepsia,"DAE Pré (CBZ 800, CLB 20)"
Epilepsia,"DAE Pré (CBZ 800, Clobazan 40)"
Epilepsia,"DAE Pré (CBZ 800, FB 100)"
Epilepsia,"DAE Pré (CBZ 800, FB 200)"
Epilepsia,"DAE Pré (CBZ 800, LMG 100, CNZ 6)"
Epilepsia,"DAE Pré (CBZ 800, VPA 1250)"
Epilepsia,"DAE Pré (CBZ 800, VPA 500)"
Epilepsia,DAE Pré (CBZ 800)
Epilepsia,"DAE Pré (CBZ 900, DFH 200)"
Epilepsia,DAE Pré (CBZ e CLB)
Epilepsia,"DAE Pré (CBZ, CLB,)"
Epilepsia,"DAE Pré (CBZ, CLB)"
Epilepsia,"DAE Pré (CBZ, Diamox)"
Epilepsia,"DAE Pré (CBZ, DPH)"
Epilepsia,DAE Pré (CBZ)
Epilepsia,"DAE Pré (CBZ1200, CLB 20)"
Epilepsia,"DAE Pré (DFH 200, CBZ 800)"
Epilepsia,"DAE Pré (DFH 300, FB 100)"
Epilepsia,"DAE Pré (DFH 300, FB 200, CLB 30)"
Epilepsia,DAE Pré (DFH 300)
Epilepsia,"DAE Pré (DFH 400, FB 300)"
Epilepsia,"DAE Pré (DFH, CBZ, CLB)"
Epilepsia,"DAE Pré (FB 100, CBZ 1000)"
Epilepsia,"DAE Pré (FB 100, CBZ 1200)"
Epilepsia,"DAE Pré (FB 100, CBZ 1400)"
Epilepsia,"DAE Pré (FB 100, DFH 300)"
Epilepsia,"DAE Pré (FB 200, DFH 300, Lorazepan 2)"
Epilepsia,DAE Pré (fb 200; dfh 300; clb 40)
Epilepsia,DAE Pré (FB 200)
Epilepsia,DAE Pré (FB e DPH)
Epilepsia,"DAE Pré (FB, CBZ, TPM)"
Epilepsia,DAE Pré (Lamictal 50 (2x))
Epilepsia,"DAE Pré (LMG 100, CBZ)"
Epilepsia,"DAE Pré (LMG 300, CBZ 1600, CLB 20)"
Epilepsia,"DAE Pré (LMT, DPH, CBZ, AV)"
Epilepsia,DAE Pré (Não Está Usando)
Epilepsia,DAE Pré (OCBZ 1200)
Epilepsia,"DAE Pré (OCBZ 900, VPA 1500, FB 100)"
Epilepsia,DAE Pré (OXBZ 1200)
Epilepsia,DAE Pré (OXBZ 1800)
Epilepsia,"DAE Pré (OXC 2400, CLB 10, AC)"
Epilepsia,"DAE Pré (OXCBZ 1600, FB 100)"
Epilepsia,"DAE Pré (OXCBZ 1800, CBZ 300, VPA 1500)"
Epilepsia,"DAE Pré (OXCBZ 1800, CLB 20)"
Epilepsia,"DAE Pré (OXCBZ 1800, CLZ 4 mg, TPM 150, FB 100)"
Epilepsia,"DAE Pré (OXCBZ 1800, VPA 1500, CLB 30)"
Epilepsia,"DAE Pré (OXCBZ 900, VPA 750)"
Epilepsia,"DAE Pré (PMD , Diazepan)"
Epilepsia,"DAE Pré (PMD, AV, LMC)"
Epilepsia,"DAE Pré (Rivotril 4mg, OXCCBZ 1500, Cipramil 30)"
Epilepsia,"DAE Pré (VPA 1500, CBZ 1200, CLB 30)"
Epilepsia,"DAE Pré (VPA 1500, CBZ 1200)"
Epilepsia,"DAE Pré (VPA 1500, CBZ 800, FB 100)"
Epilepsia,"DAE Pré (VPA 1500, CBZ 900, CLB 30)"
Epilepsia,"DAE Pré (VPA 2000, CBZ 1600)"
Epilepsia,"DAE Pré (VPA 2000, OXC 1800, Maliasin 200)"
Epilepsia,"DAE Pré (VPA, DFH, CLB)"
Epilepsia,Data na Linha temporal dos 11 anos  [2000a]
Epilepsia,Data na Linha temporal dos 11 anos  [2000b]
Epilepsia,Data na Linha temporal dos 11 anos  [2002a]
Epilepsia,Data na Linha temporal dos 11 anos  [2002b]
Epilepsia,Data na Linha temporal dos 11 anos  [2003a]
Epilepsia,Data na Linha temporal dos 11 anos  [2003b]
Epilepsia,Data na Linha temporal dos 11 anos  [2004a]
Epilepsia,Data na Linha temporal dos 11 anos  [2004b]
Epilepsia,Data na Linha temporal dos 11 anos  [2005a]
Epilepsia,Data na Linha temporal dos 11 anos  [2005b]
Epilepsia,Data na Linha temporal dos 11 anos  [2006a]
Epilepsia,Data na Linha temporal dos 11 anos  [2006b]
Epilepsia,Data na Linha temporal dos 11 anos  [2007a]
Epilepsia,Data na Linha temporal dos 11 anos  [2007b]
Epilepsia,Data na Linha temporal dos 11 anos  [2008a]
Epilepsia,Data na Linha temporal dos 11 anos  [2008b]
Epilepsia,Data na Linha temporal dos 11 anos  [2009a]
Epilepsia,Data na Linha temporal dos 11 anos  [2009b]
Epilepsia,Data na Linha temporal dos 11 anos  [200a]
Epilepsia,Data na Linha temporal dos 11 anos  [2011a]
Epilepsia,Data na Linha temporal dos 11 anos  [2011b]
Epilepsia,Data na Linha temporal dos 11 anos  [2012a]
Epilepsia,Depacote [500?]
Epilepsia,DepacoteDose [?]
Epilepsia,DepacoteDose [3]
Epilepsia,Depakene [?]
Epilepsia,Depakene [500?]
Epilepsia,DepakeneDose [?]
Epilepsia,DepakeneDose [8]
Epilepsia,Duração [0]
Epilepsia,Duração [108]
Epilepsia,Duração [12]
Epilepsia,Duração [120]
Epilepsia,Duração [132]
Epilepsia,Duração [24]
Epilepsia,Duração [36]
Epilepsia,Duração [48]
Epilepsia,Duração [60]
Epilepsia,Duração [72]
Epilepsia,Duração [84]
Epilepsia,Duração [96]
Epilepsia,Duration of follow up (mo) [108]
Epilepsia,Duration of follow up (mo) [12]
Epilepsia,Duration of follow up (mo) [120]
Epilepsia,Duration of follow up (mo) [132]
Epilepsia,Duration of follow up (mo) [24]
Epilepsia,Duration of follow up (mo) [36]
Epilepsia,Duration of follow up (mo) [48]
Epilepsia,Duration of follow up (mo) [60]
Epilepsia,Duration of follow up (mo) [72]
Epilepsia,Duration of follow up (mo) [84]
Epilepsia,Duration of follow up (mo) [96]
Epilepsia,EEG [ - ]
Epilepsia,EEG [ ( E ) AEI TME ]
Epilepsia,EEG [ 1 ( D )AEI  bitemporal com predominio a D(150/5) ]
Epilepsia,EEG [ 1 ( D )AEI TA eTMD ]
Epilepsia,EEG [ 1 ( D )AEI TMD ]
Epilepsia,"EEG [ 1 ( D )descargas neocoticais,TD ,lentificaçao FT neocortical D ]"
Epilepsia,EEG [ 1 ( D )inicio TMD ]
Epilepsia,EEG [ 1 ( E )AEI TME ]
Epilepsia,EEG [ 1 + 5 = 9 ( E )AEI TME ]
Epilepsia,EEG [ 1 A (temporal D) ]
Epilepsia,EEG [ 1 A ]
Epilepsia,EEG [ 1 A E ]
Epilepsia,EEG [ 1 A Esq ]
Epilepsia,EEG [ 1 A Esquerdo ]
Epilepsia,EEG [ 1 B ]
Epilepsia,EEG [ 1. A E ]
Epilepsia,EEG [ 1. A.  D - Temporal D ]
Epilepsia,EEG [ 1. A.  E ]
Epilepsia,EEG [ 1. A. D (temporal-antero-mesial D) ]
Epilepsia,EEG [ 1.A (D) ]
Epilepsia,EEG [ 1.B.Esq.  (Temporal Anterior Esq) ]
Epilepsia,EEG [ 1(E)AEI TME ]
Epilepsia,EEG [ 1A (temporal mesial E) ]
Epilepsia,EEG [ 1A E ]
Epilepsia,EEG [ 2 ( D )AEIBitemporal com pred. a D ]
Epilepsia,EEG [ 2.b. Temporal bilateral > E ]
Epilepsia,EEG [ 3 AEIC/ pred E ]
Epilepsia,EEG [ 4 A. E ]
Epilepsia,EEG [ Abundantes descargas e atividade lenta temporal ante E ]
Epilepsia,EEG [ AE Antero-mesial Esq (pontas lentas e agudas T3-T5) ]
Epilepsia,EEG [ AE temporal ant esq. ]
Epilepsia,EEG [ AE temporal anterior D ]
Epilepsia,EEG [ AE temporal anterior E (descargas e lentificação abundantes) ]
Epilepsia,EEG [ AE temporal anterior E ]
Epilepsia,EEG [ AE temporal Esq ]
Epilepsia,EEG [ AE temporal esq. ]
Epilepsia,EEG [ AE temporal esquerdo c/lentificação ]
Epilepsia,EEG [ AEI  TM a E>D e delta E >D ]
Epilepsia,EEG [ AEI  TME (T3 Sp1) ]
Epilepsia,EEG [ AEI TD >E ]
Epilepsia,EEG [ AEI TM  E>D ]
Epilepsia,EEG [ AEI TM a E ]
Epilepsia,EEG [ AEI TM a E com delta a E ]
Epilepsia,EEG [ AEI TM c/ pred D(25:4) delta pred. D ]
Epilepsia,EEG [ AEI TM e TA a D ]
Epilepsia,EEG [ AEI TM e TD ]
Epilepsia,EEG [ AEI TMD ]
Epilepsia,EEG [ AEI TMD +DELTA TMD ]
Epilepsia,EEG [ AEI TME + DELTA TME ]
Epilepsia,EEG [ AEI TME e TAE ]
Epilepsia,EEG [ AEIBifrontotemporal > a D ]
Epilepsia,EEG [ AEIBitempopral independente c/ lentificação pred.à D ]
Epilepsia,EEG [ AH temporal anterior E ]
Epilepsia,EEG [ Anterior e Inferior no Temporal D ]
Epilepsia,EEG [ Atividade Epileptógena E Lesional Temporal Mesial Ant. E ]
Epilepsia,EEG [ Atividade epileptogênica temporal D ]
Epilepsia,EEG [ Atividade irritativa e lesional temporal anterior D ]
Epilepsia,EEG [ Atividade irritativa temp ant E ]
Epilepsia,EEG [ Atividade irritativa temporal D ]
Epilepsia,EEG [ Atividade Lenta Temp Ant E //  c/ Strip = Temp Esq ]
Epilepsia,EEG [ Atividade Temporal D ]
Epilepsia,EEG [ Bi-fronto temporal ]
Epilepsia,EEG [ Bi-temporal c/predomínio a E ]
Epilepsia,EEG [ Bi-temporal c/predomínio à E ]
Epilepsia,EEG [ Bi-Temporal Independente ]
Epilepsia,EEG [ Bitemporal ]
Epilepsia,EEG [ Bitemporal c/ Predomíneo à E. Foco Independente F4 ]
Epilepsia,"EEG [ Bitemporal, Independente ]"
Epilepsia,EEG [ c/ Strip - Descargas Mesiais Médio-Anteriores E ]
Epilepsia,EEG [ Descargas Bi-Temporais ]
Epilepsia,"EEG [ Descargas Bitemporais, c/ Predomíneo à D ]"
Epilepsia,EEG [ Descargas e atividade delta temp ant D ]
Epilepsia,"EEG [ descargas neocoticais,TD ,lentificaçao FT neocortical D ]"
Epilepsia,EEG [ Descargas no Lobo Temporal E ]
Epilepsia,EEG [ Descargas Temporais Anteriores à D ]
Epilepsia,EEG [ Descargas Temporais Antero-Mesiais E ]
Epilepsia,EEG [ Descargas Temporais Mesiais Esq. ]
Epilepsia,EEG [ Difusamente lento c/... Pontas bi-temp D ]
Epilepsia,EEG [ em Descargas ]
Epilepsia,EEG [ Fronto -temporo-bilateral ]
Epilepsia,EEG [ Fronto temporal bilateral ]
Epilepsia,EEG [ Fronto-Temporais Esquerda ]
Epilepsia,"EEG [ Intensa atividade irritativa temporal E, com alguma lentificação também à D ]"
Epilepsia,"EEG [ Pobre, com algumas descargas á D ]"
Epilepsia,EEG [ Pontas na região temporal ant E ]
Epilepsia,EEG [ Pontas Temp D ]
Epilepsia,EEG [ Poucas descargas Temp D ]
Epilepsia,EEG [ Poucas descargas temp E ]
Epilepsia,EEG [ Raras Descargas Temp. Mesiais E ]
Epilepsia,EEG [ Raras Pontas Temporais D ]
Epilepsia,EEG [ S/descargas ]
Epilepsia,EEG [ Temp Ant Bilateral ]
Epilepsia,EEG [ Temp E ]
Epilepsia,EEG [ Temp. Ant. Esqu. ]
Epilepsia,EEG [ Temporais Inferiores E ]
Epilepsia,EEG [ Temporal ant D ]
Epilepsia,EEG [ Temporal Ant. E ]
Epilepsia,EEG [ Temporal Anterior ]
Epilepsia,EEG [ Temporal Anterior D (1A) ]
Epilepsia,EEG [ Temporal Anterior D ]
Epilepsia,EEG [ Temporal anterior E ( ]
Epilepsia,EEG [ Temporal anterior E ]
Epilepsia,EEG [ Temporal Anterior Esq ]
Epilepsia,EEG [ Temporal Anterior Esqu. ]
Epilepsia,EEG [ Temporal Anterior Mesial E ]
Epilepsia,EEG [ Temporal antero-mesial E ]
Epilepsia,EEG [ Temporal basal bilateral c/ predomínio à D ]
Epilepsia,EEG [ Temporal basal esquerdo ]
Epilepsia,EEG [ Temporal bilateral ]
Epilepsia,EEG [ Temporal bilateral c/predomínio à D ]
Epilepsia,EEG [ Temporal bilateral predomínio à E ]
Epilepsia,"EEG [ Temporal Bilateral, c/ Predomíneo à D ]"
Epilepsia,"EEG [ Temporal bilateral, predomínio à D ]"
Epilepsia,EEG [ Temporal D ]
Epilepsia,EEG [ temporal E ]
Epilepsia,EEG [ Temporal esq. ]
Epilepsia,EEG [ Temporal Mesial D ]
Epilepsia,EEG [ Temporal mesial E ]
Epilepsia,EEG ICTAL [  ]
Epilepsia,EEG ICTAL [ - ]
Epilepsia,EEG ICTAL [ 1 + 5nicio TME ]
Epilepsia,EEG ICTAL [ 1 A  D ]
Epilepsia,EEG ICTAL [ 1 A ]
Epilepsia,EEG ICTAL [ 1 A Esquerdo ]
Epilepsia,EEG ICTAL [ 1 cc bitemporal e 1 cc temporal Esq. ]
Epilepsia,EEG ICTAL [ 1 cc temp ant D ]
Epilepsia,"EEG ICTAL [ 1 CC Temp Bilateral, 1 CC Temp E e 1 CC Temp D (Escalpo) // 6 CC Temp E ]"
Epilepsia,EEG ICTAL [ 1 cc temporal anterior D ]
Epilepsia,EEG ICTAL [ 1 crise temporal antero-mesial E ]
Epilepsia,EEG ICTAL [ 1. A.   E ]
Epilepsia,EEG ICTAL [ 1. A. E (F7) ]
Epilepsia,EEG ICTAL [ 1.9 E ]
Epilepsia,EEG ICTAL [ 1.A (Temporal Esq) ]
Epilepsia,EEG ICTAL [ 15 crises temporais E ]
Epilepsia,EEG ICTAL [ 1A E ]
Epilepsia,EEG ICTAL [ 1inicio TMD ]
Epilepsia,EEG ICTAL [ 1inicio TME ]
Epilepsia,EEG ICTAL [ 1nicio TMD ]
Epilepsia,EEG ICTAL [ 1nicio TME ]
Epilepsia,EEG ICTAL [ 2 cc temporal D ]
Epilepsia,EEG ICTAL [ 2 crises c/ início TME (Sp1) ]
Epilepsia,"EEG ICTAL [ 2 Crises FT D, 4 Crises Ind. //  C/ Strips = 4 CC Temp. Mesial D ]"
Epilepsia,EEG ICTAL [ 2 Crises Indefinidas e 2 Crises c/ Início à D ]
Epilepsia,EEG ICTAL [ 2 crises registradas - Temp ant. D (SP 2) ]
Epilepsia,EEG ICTAL [ 2 Crises Temp. E  /  c/ Strip: 3 Crises Mesiais E ]
Epilepsia,EEG ICTAL [ 2 Crisesn c/ início Temporal D ]
Epilepsia,EEG ICTAL [ 2nicio TME ]
Epilepsia,EEG ICTAL [ 3 cc início temp. mesial D (c/strips) ]
Epilepsia,EEG ICTAL [ 3 Crises c/ Início Temporal D ]
Epilepsia,EEG ICTAL [ 3 crises em lobo temporal E ]
Epilepsia,EEG ICTAL [ 3 Crises Indefinidas ]
Epilepsia,EEG ICTAL [ 3 crises indefinidas no escalpo// c/Strips - 2cc temp. mesial E ]
Epilepsia,EEG ICTAL [ 3 Crises Temp Mesial E ]
Epilepsia,EEG ICTAL [ 4 a E /c/ Strip início neocortical temporal a 4 cm do polo ]
Epilepsia,EEG ICTAL [ 4 cc c/início temporal anterior E ]
Epilepsia,EEG ICTAL [ 4 CPC início à E ]
Epilepsia,EEG ICTAL [ 4 Crises c/ Início Indefinido ]
Epilepsia,EEG ICTAL [ 4 crises temp. anterior Esq ]
Epilepsia,EEG ICTAL [ 6 CC c/ Início Temp E ]
Epilepsia,"EEG ICTAL [ 6 CC. 1 Frontal E, 5 F P 1 ]"
Epilepsia,EEG ICTAL [ Atividade epileptógena - crise temporal D ]
Epilepsia,EEG ICTAL [ Bi-fronto temporal com início à direita // c/stip - início à E. ]
Epilepsia,EEG ICTAL [ c/Strips = crises mesiais D e laterais E ]
Epilepsia,EEG ICTAL [ Crise c/ início temporal E ]
Epilepsia,EEG ICTAL [ Crise temp ant D ]
Epilepsia,EEG ICTAL [ Crise temp ant E ]
Epilepsia,EEG ICTAL [ Crises Registradas do strip Temporal Mesial ]
Epilepsia,EEG ICTAL [ Descarga Temporal Mesial E (c/strip) ]
Epilepsia,EEG ICTAL [ Escalpo + indefinido // c/strips = início à E ]
Epilepsia,EEG ICTAL [ Escalpo: Crise temporal post direita/ c/strip: Crise temp ocipital E ]
Epilepsia,EEG ICTAL [ Inconclusivo ]
Epilepsia,EEG ICTAL [ Indefinido (Scalpo) - Polo Temporal Mesial E (Strip) ]
Epilepsia,EEG ICTAL [ Indefinido ]
Epilepsia,EEG ICTAL [ Indefinido Bi-Temporal /  c/ Strip à D c/ Propagaçãp p/ E ]
Epilepsia,EEG ICTAL [ Indefinido bitemporal   (...... À E  - hipertoma MSD) ]
Epilepsia,EEG ICTAL [ inicio  FTD ]
Epilepsia,"EEG ICTAL [ Início à D, Hemisférico ]"
Epilepsia,EEG ICTAL [ Início à Esquerda ]
Epilepsia,EEG ICTAL [ inicio de crises TME com strips: idem ]
Epilepsia,EEG ICTAL [ Início em Hemisfério E ]
Epilepsia,EEG ICTAL [ inicio FTD ]
Epilepsia,EEG ICTAL [ inicio TD ]
Epilepsia,EEG ICTAL [ início TD ]
Epilepsia,EEG ICTAL [ inicio TE (F7 e  SpI ) ]
Epilepsia,EEG ICTAL [ inicio TE ]
Epilepsia,EEG ICTAL [ início TE ]
Epilepsia,EEG ICTAL [ Início Temporal E ]
Epilepsia,EEG ICTAL [ Início temporo-límbico Esq. ]
Epilepsia,EEG ICTAL [ inicio TMD ]
Epilepsia,EEG ICTAL [ início TMD ]
Epilepsia,EEG ICTAL [ inicio TME ]
Epilepsia,EEG ICTAL [ inicioTME ]
Epilepsia,EEG ICTAL [ Não ]
Epilepsia,EEG ICTAL [ Não obtido ]
Epilepsia,EEG ICTAL [ Não Realizado ]
Epilepsia,EEG ICTAL [ Não registrou ]
Epilepsia,EEG ICTAL [ s/ crises ]
Epilepsia,EEG ICTAL [ s/ lat D=E ; com strips 6 crises a D ]
Epilepsia,EEG ICTAL [ sem crise ]
Epilepsia,EEG ICTAL [ sem crise registrada ]
Epilepsia,EEG ICTAL [ sem lat;c/ strips inicio TMD ]
Epilepsia,EEG ICTAL [ Temp Ant Direito ]
Epilepsia,EEG ICTAL [ Temp. Ant. Esqu. ]
Epilepsia,EEG ICTAL [ Temporal anterior D ]
Epilepsia,EEG ICTAL [ Temporal anterior E ]
Epilepsia,EEG ICTAL [ Temporal anterior mesial  (SP1 e T5) ]
Epilepsia,EEG ICTAL [ Temporal Anterior Mesial E ]
Epilepsia,EEG ICTAL [ Temporal antero-basal D ]
Epilepsia,EEG ICTAL [ Temporal antero-mesial D ]
Epilepsia,EEG ICTAL [ Temporal arterio-mesial E ]
Epilepsia,"EEG ICTAL [ Temporal baso, anterior E ]"
Epilepsia,EEG ICTAL [ Temporal D ]
Epilepsia,EEG ICTAL [ Temporal direito ]
Epilepsia,EEG ICTAL [ Temporal E ]
Epilepsia,EEG ICTAL [ Temporal E e Indefinido ]
Epilepsia,"EEG ICTAL [ Temporal Esq (PG 1 , T3) ]"
Epilepsia,EEG ICTAL [ Temporal esq. ]
Epilepsia,EEG ICTAL [ Temporal Esqu. ]
Epilepsia,EEG ICTAL [ Temporal indefinido ]
Epilepsia,EEG ICTAL [ Temporal Mesial D  (c/ strips) ]
Epilepsia,EEG ICTAL [ Temporal Mesial D (c/strip) ]
Epilepsia,EEG ICTAL [ Temporal Mesial D ]
Epilepsia,EEG ICTAL [ Temporal Mesial E ]
Epilepsia,ENGEL  (-)
Epilepsia,ENGEL  (10)
Epilepsia,ENGEL  (11)
Epilepsia,ENGEL  (7)
Epilepsia,ENGEL  (8)
Epilepsia,ENGEL  (9)
Epilepsia,ENGEL 2017 [IA]
Epilepsia,ENGEL 2017 [IB]
Epilepsia,ENGEL 2017 [IC]
Epilepsia,ENGEL 2017 [ID]
Epilepsia,ENGEL 2017 [IIA]
Epilepsia,ENGEL 2017 [IID]
Epilepsia,ENGEL 2017 [IIIA]
Epilepsia,ENGEL 2017 [IVA]
Epilepsia,ENGEL 2017 [IVB]
Epilepsia,ENGEL 2023 [IA]
Epilepsia,ENGEL 2023 [IC]
Epilepsia,ENGEL 2023 [ID]
Epilepsia,ENGEL 2023 [IID]
Epilepsia,ENGEL 2023 [III]
Epilepsia,ENGEL 2023 [IV]
Epilepsia,ENGEL2020 [IA]
Epilepsia,ENGEL2020 [IC]
Epilepsia,ENGEL2020 [ID]
Epilepsia,ENGEL2020 [IID]
Epilepsia,ENGEL2020 [III]
Epilepsia,ENGEL2020 [IV]
Epilepsia,Escolaridade (-)
Epilepsia,Escolaridade ()
Epilepsia,Escolaridade (6 série)
Epilepsia,Escolaridade (I Grau)
Epilepsia,Escolaridade (II Grau (inc))
Epilepsia,Escolaridade (II Grau)
Epilepsia,Escolaridade (III Grau)
Epilepsia,Event [0]
Epilepsia,Event [1]
Epilepsia,Frequência (-)
Epilepsia,Frequência ()
Epilepsia,Frequência (1 - 2 x / dia (?))
Epilepsia,Frequência (1 / dia)
Epilepsia,Frequência (1 / mês)
Epilepsia,Frequência (1 / semana)
Epilepsia,Frequência (1 x / dia)
Epilepsia,Frequência (1-2 / mês (?))
Epilepsia,Frequência (1-2 / mês)
Epilepsia,Frequência (1-2 x / dia (?))
Epilepsia,Frequência (1-2 x / semana (?))
Epilepsia,Frequência (1-2x/sem (?))
Epilepsia,Frequência (1-3 / dia)
Epilepsia,Frequência (1-3x /  mês (?))
Epilepsia,Frequência (1-3x / dia (?))
Epilepsia,Frequência (1-3x mês)
Epilepsia,Frequência (1-3x/mês (?))
Epilepsia,Frequência (1-3x/sem (?))
Epilepsia,Frequência (10 / mes)
Epilepsia,Frequência (10 / mês)
Epilepsia,Frequência (10 x / mês)
Epilepsia,Frequência (10-12x/Mês (?))
Epilepsia,Frequência (10-15 p/mês)
Epilepsia,Frequência (10-15 x / mês (?))
Epilepsia,Frequência (10x / dia)
Epilepsia,Frequência (10x/mês)
Epilepsia,Frequência (12 / mês)
Epilepsia,Frequência (12-15x / mês)
Epilepsia,Frequência (12x / mês)
Epilepsia,Frequência (12x/mês)
Epilepsia,Frequência (14 / mês)
Epilepsia,Frequência (15 / mês)
Epilepsia,Frequência (15 x / mês)
Epilepsia,Frequência (16 / mês)
Epilepsia,Frequência (1x / 3 semanas)
Epilepsia,Frequência (1x / mês)
Epilepsia,Frequência (1x / sem)
Epilepsia,Frequência (1x/dia)
Epilepsia,Frequência (1x/mês)
Epilepsia,Frequência (1x/sem)
Epilepsia,Frequência (1xsem)
Epilepsia,Frequência (2 / mês)
Epilepsia,Frequência (2 / semana)
Epilepsia,Frequência (2 x /mês)
Epilepsia,Frequência (2-3 x / sem (?))
Epilepsia,Frequência (2-3/mês)
Epilepsia,Frequência (2-3x / dia (?))
Epilepsia,Frequência (2-3x / sem (?))
Epilepsia,Frequência (2-3x / sem)
Epilepsia,Frequência (2-3x mês (?))
Epilepsia,Frequência (2-3x/dia (?))
Epilepsia,Frequência (2-3x/mês (?))
Epilepsia,Frequência (2-3x/sem (?))
Epilepsia,Frequência (20 / mês)
Epilepsia,Frequência (24x/mês)
Epilepsia,Frequência (2x / dia)
Epilepsia,Frequência (2x / sem)
Epilepsia,Frequência (2x mês)
Epilepsia,Frequência (2x/mês)
Epilepsia,Frequência (2xsem)
