tipo relacao,valor da correlacao,MeSH Disease Terms Concatanados,MeSH Disease Term Concatenados
n para 1,"0,46078976518302700",Aneurisma aórtico; abdominal,Trombose venosa
n para 1,"0,27882914789151100",Aneurisma aórtico; torácico,Trombose venosa
n para 1,"0,40660294320548600",Aneurisma; dissecando,Trombose venosa
n para 1,"0,15607763031090300",Arritmias; cardíaco,Trombose venosa
n para 1,"0,21373976342312800",Artéria carótida; interna; dissecção,Trombose venosa
n para 1,"0,274469210936975",Artrite; experimental,Trombose venosa
n para 1,"0,363005894610744",Artrite; psoriática,Trombose venosa
n para 1,"0,38660580980579300",Artrite; reumatóide,Trombose venosa
n para 1,"0,34073491688255400",Artrite; reumatóide juvenil,Trombose venosa
n para 1,"0,21841809488120300",Ataque isquêmico; transitório,Trombose venosa
n para 1,"0,11061148490691500",Candidíase; oral,Trombose venosa
n para 1,"0,17129501454452200",Carcinoma; célula basal,Trombose venosa
n para 1,"0,31356770036324500",Carcinoma; célula de transição,Trombose venosa
n para 1,"0,38518537507030400",Carcinoma; célula escamosa,Trombose venosa
n para 1,"0,48373459854318100",Carcinoma; célula renal,Trombose venosa
n para 1,"0,2986909009147130",Carcinoma; ductal pancreático,Trombose venosa
n para 1,"0,47270000533988500",Carcinoma; hepatocelular,Trombose venosa
n para 1,"0,4223803261648410",Carcinoma; papilar,Trombose venosa
n para 1,"0,3020468964178570",Carcinoma; pequena célula,Trombose venosa
n para 1,"0,254662645034802",Carcinoma; pulmão de células não pequenas,Trombose venosa
n para 1,"0,1615870289849660",Cardiomiopatia; dilatada,Trombose venosa
n para 1,"0,1311688538498910",Cardiomiopatia; hipertrófica,Trombose venosa
n para 1,"0,2721766324215860",Cistadenocarcinoma; seroso,Trombose venosa
n para 1,"0,20640971255105900",Colangite; esclerosante,Trombose venosa
n para 1,"0,20123153039660500",Colite; ulcerosa,Trombose venosa
n para 1,"0,11526084878161900",Defeitos cardíacos; congênitos,Trombose venosa
n para 1,"0,2414867627338560",Defeitos do septo cardíaco; atrial,Trombose venosa
n para 1,"0,21674390168845300",Diabetes mellitus; experimental,Trombose venosa
n para 1,"0,11367578007279000",Diabetes mellitus; tipo 1,Trombose venosa
n para 1,"0,34282392174927000",Diabetes mellitus; tipo 2,Trombose venosa
n para 1,"0,11231390547177300",Diabetes; gestacional,Trombose venosa
n para 1,"0,2080524905084490",Disautonomia; familiar,Trombose venosa
n para 1,"0,2294370962472910",Distrofia muscular; Duchenne,Trombose venosa
n para 1,"0,2372260576090450",Doença pulmonar; obstrutiva crônica,Trombose venosa
n para 1,"0,17906223659054500",Doenças cerebrais; metabólicas,Trombose venosa
n para 1,"0,11428069802653600",Doenças cerebrais; metabólicas; inatos,Trombose venosa
n para 1,"0,19921216318427600",Doenças genéticas; inatos,Trombose venosa
n para 1,"0,3244911983913630",Doenças hepáticas; alcoólatras,Trombose venosa
n para 1,"0,14980656251676700",Doenças ósseas; Desenvolvimento,Trombose venosa
n para 1,"0,32664256456093200",Doenças ósseas; metabólicas,Trombose venosa
n para 1,"0,27512542309680300",Doenças pulmonares; intersticiais,Trombose venosa
n para 1,"0,1950766798014320",Doenças pulmonares; obstrutivas,Trombose venosa
n para 1,"0,3487773869565780",Doenças renais; Cystic,Trombose venosa
n para 1,"0,16504825791762500",Enterocolite; necrosante,Trombose venosa
n para 1,"0,11059753747108500",Epilepsia; ausência,Trombose venosa
n para 1,"0,17038278032935700",Epilepsia; generalizada,Trombose venosa
n para 1,"0,12555246394520200",Epilepsia; lobo temporal,Trombose venosa
n para 1,"0,1668042485021940",Epilepsia; parcial complexo,Trombose venosa
n para 1,"0,10017467034614500",Epilepsias; mioclônicas,Trombose venosa
n para 1,"0,22219727622224200",Epilepsias; parciais,Trombose venosa
n para 1,"0,11192418499022500",Esclerose múltipla; recidiva-recorrente,Trombose venosa
n para 1,"0,12371921990657400",Espasmos; infantil,Trombose venosa
n para 1,"0,26751137812012400",Espondilite; anquilosing,Trombose venosa
n para 1,"0,48782098073669800",Fibromatose; abdominal,Trombose venosa
n para 1,"0,31766364968351100",Hepatite B; crônica,Trombose venosa
n para 1,"0,40969623790727700",Hepatite C; crônica,Trombose venosa
n para 1,"0,1453049217428120",Hiperostose; cortical; congênita,Trombose venosa
n para 1,"0,28273187003834700",Hipertensão; portal,Trombose venosa
n para 1,"0,2171435820148570",Hipertensão; pulmonar,Trombose venosa
n para 1,"0,157687104524047",Hipertensão; renal,Trombose venosa
n para 1,"0,32261901551032800",Hipertrofia; ventricular esquerdo,Trombose venosa
n para 1,"0,15026044579947700",Hipofosfatemia; familiar,Trombose venosa
n para 1,"0,11142895896976700",Hipotensão; ortostática,Trombose venosa
n para 1,"0,13808344082519500",Hipóxia-isquemia; cérebro,Trombose venosa
n para 1,"0,10870037773556500",Hipóxia; cérebro,Trombose venosa
n para 1,"0,22890791306271200",Infarto; artéria cerebral média,Trombose venosa
n para 1,"0,20240055875464400",Infecções por mycobacterium; atípico,Trombose venosa
n para 1,"0,3489480089428230",Infertilidade; homem,Trombose venosa
n para 1,"0,31380001987648000",Infertilidade; mulher,Trombose venosa
n para 1,"0,31186949618401100",Influenza; humano,Trombose venosa
n para 1,"0,10630493650142300",Insensibilidade à dor; congênita,Trombose venosa
n para 1,"0,33173136730752300",Insuficiência hepática; aguda,Trombose venosa
n para 1,"0,2546472748781730",Insuficiência renal; crônica,Trombose venosa
n para 1,"0,20116533635809000",Leishmaniose; cutânea,Trombose venosa
n para 1,"0,2446595149913040",Leucemia-linfoma; células T adultas,Trombose venosa
n para 1,"0,3703776682851750",Leucemia; linfocítica; crônica; células B,Trombose venosa
n para 1,"0,31264865679526500",Leucemia; linfóide,Trombose venosa
n para 1,"0,4987593214247670",Leucemia; mielogênica; crônica; BCR-ABL POSITIVA,Trombose venosa
n para 1,"0,35335162794846200",Leucemia; mielóide,Trombose venosa
n para 1,"0,35923197581556700",Leucemia; mielóide; aguda,Trombose venosa
n para 1,"0,2879594971138650",Leucemia; monocítica; aguda,Trombose venosa
n para 1,"0,4545126946556080",Leucemia; promielocítica; aguda,Trombose venosa
n para 1,"0,11012582707998200",Leucodystraphy; metacromático,Trombose venosa
n para 1,"0,30022794877933600",Leucoencefalite; hemorrágica aguda,Trombose venosa
n para 1,"0,4910022421318300",Linfoma; células B grandes; difuso,Trombose venosa
n para 1,"0,4889752723996080",Linfoma; células B.,Trombose venosa
n para 1,"0,34626468531500900",Linfoma; células T.,Trombose venosa
n para 1,"0,130795946504418",Linfoma; células T.; cutânea,Trombose venosa
n para 1,"0,5018179360631350",Linfoma; folicular,Trombose venosa
n para 1,"0,5012255511905600",Linfoma; não-Hodgkin,Trombose venosa
n para 1,"0,335632965410105",Lúpus erytematoso; sistêmico,Trombose venosa
n para 1,"0,23436220108310000",Malária; falciparum,Trombose venosa
n para 1,"0,1695176607111270",Mastocitose; sistêmica,Trombose venosa
n para 1,"0,16529982895859900",Melanoma; experimental,Trombose venosa
n para 1,"0,1280759586559650",Meningite; meningocócica,Trombose venosa
n para 1,"0,14799875835845800",Metabolismo; erros inatos,Trombose venosa
n para 1,"0,2609766259791790",Morte; repentina,Trombose venosa
n para 1,"0,1604989161796770",Morte; repentina; cardíaca,Trombose venosa
n para 1,"0,15550475022414200",Nefrite; intersticial,Trombose venosa
n para 1,"0,37834027107737500",Neoplasias de mama; homem,Trombose venosa
n para 1,"0,1150123585225550",Neoplasias do fígado; experimental,Trombose venosa
n para 1,"0,320338952571824",Neoplasias genitais; feminino,Trombose venosa
n para 1,"0,2686826139246600",Neoplasias mamárias; animal,Trombose venosa
n para 1,"0,18217869296504200",Neoplasias mamárias; experimental,Trombose venosa
n para 1,"0,38738937839565600",Neoplasias; células germinativas e embrionário,Trombose venosa
n para 1,"0,15281965852732900",Neoplasias; experimental,Trombose venosa
n para 1,"0,4908395740296060",Neoplasias; segundo primário,Trombose venosa
n para 1,"0,23559171654769800",Neovascularização; patológica,Trombose venosa
n para 1,"0,17554900681392300",Osteoporose; pós-menopausa,Trombose venosa
n para 1,"0,4222261537524050",Pancreatite; crônica,Trombose venosa
n para 1,"0,18136561148745700",Poliondocinopatias; autoimunes,Trombose venosa
n para 1,"0,36397167176101400",Recorrência da neoplasia; local,Trombose venosa
n para 1,"0,16261527768565900",Rim policístico; autossômico dominante,Trombose venosa
n para 1,"0,37898585870945300",Sarcoma; Ewing's,Trombose venosa
n para 1,"0,4422690014991160",Sarcoma; Kaposi,Trombose venosa
n para 1,"0,3774051300701840",Scleroderma; sistêmico,Trombose venosa
n para 1,"0,18590425900903800",Síndrome de desconforto respiratório; adulto,Trombose venosa
n para 1,"0,13640832800392500",Síndromes neoplásicas; hereditárias,Trombose venosa
n para 1,"0,10602384219999000",Taquicardia; ventricular,Trombose venosa
n para 1,"0,2065164653079280",Telangiectasia; hemorrágica hereditária,Trombose venosa
n para 1,"0,42466606331198900",Tireoidite; autoimune,Trombose venosa
n para 1,"0,26352543377405400",Transformação celular; neoplásica,Trombose venosa
n para 1,"0,17598273966844",Transtorno depressivo; Major,Trombose venosa
n para 1,"0,38960983722720600",Trombose sinusal; intracraniana,Trombose venosa
n para 1,"0,28624693295972900",Tuberculose; bovino,Trombose venosa
n para 1,"0,2993230378303240",Vasoespasmo; intracraniano,Trombose venosa
n para 1,"0,11871669882668200",Carcinoma; célula escamosa,Trunk arterial persistente
n para 1,"0,10670889195571900",Carcinoma; pulmão de células não pequenas,Trunk arterial persistente
n para 1,"0,29032808397160900",Hérnia; diafragmática,Trunk arterial persistente
n para 1,"0,29051662159907400",Artrite; reumatóide,Tuberculose
n para 1,"0,228775152012224",Diabetes mellitus; experimental,Tuberculose
n para 1,"0,14393398594494500",Diabetes mellitus; tipo 2,Tuberculose
n para 1,"0,17424778638884200",Doenças ósseas; Desenvolvimento,Tuberculose
n para 1,"0,29405670062236900",Doenças ósseas; metabólicas,Tuberculose
n para 1,"0,12938221533325700",Hipertensão; renal,Tuberculose
n para 1,"0,23355415515143700",Infertilidade; homem,Tuberculose
n para 1,"0,23212464773117700",Meningite; meningocócica,Tuberculose
n para 1,"0,16175055023141100",Neovascularização; patológica,Tuberculose
n para 1,"0,24953788479632800",Pancreatite; crônica,Tuberculose
n para 1,"0,11813305080796900",Perda auditiva; neurinhaural,Tuberculose
n para 1,"0,23568289111610400",Scleroderma; sistêmico,Tuberculose
n para 1,"0,2684972400293510",Transformação celular; neoplásica,Tuberculose
n para 1,"0,2831384361200680",Carcinoma; célula renal,Tumor carcinóide
n para 1,"0,10314376993254900",Anormalidades; induzidas por drogas,Tumor de células Leydig
n para 1,"0,24184956848918100",Infertilidade; mulher,Tumor de células Leydig
n para 1,"0,6417095190644470",Puberdade; precoce,Tumor de células Leydig
n para 1,"0,4171806769001110",Artrite; reumatóide,Tumor de Glomus
n para 1,"0,23786289845412400",Carcinoma; célula escamosa,Tumor de Glomus
n para 1,"0,15230420583940800",Carcinoma; célula renal,Tumor de Glomus
n para 1,"0,11998763270032600",Carcinoma; pequena célula,Tumor de Glomus
n para 1,"0,13307690803128500",Carcinoma; pulmão de células não pequenas,Tumor de Glomus
n para 1,"0,17172936832773400",Leucemia; mielogênica; crônica; BCR-ABL POSITIVA,Tumor de Glomus
n para 1,"0,15315064582007300",Recorrência da neoplasia; local,Tumor de Glomus
n para 1,"0,11317951784155700",Transtorno depressivo; Major,Tumor de Glomus
n para 1,"0,10772673974895900",Anemia; aplástica,Tumor rabdóide
n para 1,"0,13023112890810400",Arritmias; cardíaco,Tumor rabdóide
n para 1,"0,13936239798378300",Artrite; reumatóide,Tumor rabdóide
n para 1,"0,16512066916252700",Ataque isquêmico; transitório,Tumor rabdóide
n para 1,"0,2998671894154410",Carcinoma; célula escamosa,Tumor rabdóide
n para 1,"0,18023904970758300",Carcinoma; célula renal,Tumor rabdóide
n para 1,"0,10950443600133100",Carcinoma; hepatocelular,Tumor rabdóide
n para 1,"0,11444761880115600",Carcinoma; papilar,Tumor rabdóide
n para 1,"0,19913127885513500",Carcinoma; pulmão de células não pequenas,Tumor rabdóide
n para 1,"0,10572938228840500",Epilepsia; ausência,Tumor rabdóide
n para 1,"0,15919555706801500",Epilepsia; generalizada,Tumor rabdóide
n para 1,"0,12583922439001100",Infecções por mycobacterium; atípico,Tumor rabdóide
n para 1,"0,16707870742678400",Influenza; humano,Tumor rabdóide
n para 1,"0,33338373688032800",Leucemia-linfoma; células T adultas,Tumor rabdóide
n para 1,"0,1151564746943590",Leucemia; linfocítica; crônica; células B,Tumor rabdóide
n para 1,"0,23787982766971300",Leucemia; linfóide,Tumor rabdóide
n para 1,"0,1954991906945640",Leucemia; mielogênica; crônica; BCR-ABL POSITIVA,Tumor rabdóide
n para 1,"0,19936294170599000",Leucemia; mielóide,Tumor rabdóide
n para 1,"0,3021542011857900",Leucemia; mielóide; aguda,Tumor rabdóide
n para 1,"0,12174227531983200",Leucemia; monocítica; aguda,Tumor rabdóide
n para 1,"0,14736061462725600",Leucemia; promielocítica; aguda,Tumor rabdóide
n para 1,"0,33131761544174100",Linfoma; células B grandes; difuso,Tumor rabdóide
n para 1,"0,22356587946302300",Linfoma; células T.,Tumor rabdóide
n para 1,"0,2722896940491670",Linfoma; não-Hodgkin,Tumor rabdóide
n para 1,"0,1097887661679160",Lúpus erytematoso; sistêmico,Tumor rabdóide
n para 1,"0,16307444414983900",Malária; falciparum,Tumor rabdóide
n para 1,"0,11125614506579300",Poliondocinopatias; autoimunes,Tumor rabdóide
n para 1,"0,28796630762519000",Recorrência da neoplasia; local,Tumor rabdóide
n para 1,"0,11813107633664900",Scleroderma; sistêmico,Tumor rabdóide
n para 1,"0,5696886131314160",Aborto; habitual,Tumor Wilms
n para 1,"0,24305394039662300",Anemia; aplástica,Tumor Wilms
n para 1,"0,22592653172204000",Anemia; megaloblástica,Tumor Wilms
n para 1,"0,7112840648502770",Anormalidades; múltiplas,Tumor Wilms
n para 1,"0,16949354363658500",Artrite; reumatóide,Tumor Wilms
n para 1,"0,11171551572606200",Candidíase; oral,Tumor Wilms
n para 1,"0,1391426395853350",Carcinoma; célula escamosa,Tumor Wilms
n para 1,"0,1929000169948600",Carcinoma; célula renal,Tumor Wilms
n para 1,"0,18244532891141700",Carcinoma; hepatocelular,Tumor Wilms
n para 1,"0,13571881007484500",Carcinoma; papilar,Tumor Wilms
n para 1,"0,11676520790117400",Carcinoma; pulmão de células não pequenas,Tumor Wilms
n para 1,"0,1790680344163070",Defeitos cardíacos; congênitos,Tumor Wilms
n para 1,"0,20354053722356400",Diabetes mellitus; experimental,Tumor Wilms
n para 1,"0,28461587910243000",Diabetes mellitus; tipo 1,Tumor Wilms
n para 1,"0,20399461219344800",Diabetes mellitus; tipo 2,Tumor Wilms
n para 1,"0,20497783830613500",Disautonomia; familiar,Tumor Wilms
n para 1,"0,7237149382560690",Doenças genéticas; inatos,Tumor Wilms
n para 1,"0,6387982774731410",Doenças ósseas; Desenvolvimento,Tumor Wilms
n para 1,"0,23621410546783500",Doenças ósseas; metabólicas,Tumor Wilms
n para 1,"0,21662269548668800",Epilepsia; ausência,Tumor Wilms
n para 1,"0,2690985188157820",Epilepsia; generalizada,Tumor Wilms
n para 1,"0,179951764017415",Epilepsias; parciais,Tumor Wilms
n para 1,"0,10768498787986100",Espondilite; anquilosing,Tumor Wilms
n para 1,"0,11632465314309400",Hepatite B; crônica,Tumor Wilms
n para 1,"0,10663200771042500",Hepatite C; crônica,Tumor Wilms
n para 1,"0,10674673003274300",Hiperplasia adrenal; congênita,Tumor Wilms
n para 1,"0,2941784727500360",Hipertensão; renal,Tumor Wilms
n para 1,"0,3346798380393040",Hipofosfatemia; familiar,Tumor Wilms
n para 1,"0,16463210235099500",Infertilidade; homem,Tumor Wilms
n para 1,"0,20314520104318200",Influenza; humano,Tumor Wilms
n para 1,"0,28345507614924100",Insuficiência renal; crônica,Tumor Wilms
n para 1,"0,10978737968266500",Leucemia; linfocítica; crônica; células B,Tumor Wilms
n para 1,"0,27493241907687000",Leucemia; linfóide,Tumor Wilms
n para 1,"0,13471621263640600",Leucemia; mielogênica; crônica; BCR-ABL POSITIVA,Tumor Wilms
n para 1,"0,22557751328023800",Leucemia; mielóide,Tumor Wilms
n para 1,"0,2866745972252050",Leucemia; mielóide; aguda,Tumor Wilms
n para 1,"0,13618186363890500",Leucemia; monocítica; aguda,Tumor Wilms
n para 1,"0,14256403692753600",Leucemia; promielocítica; aguda,Tumor Wilms
n para 1,"0,18947957489605600",Linfoma; células B grandes; difuso,Tumor Wilms
n para 1,"0,2111772592457710",Linfoma; células B.,Tumor Wilms
n para 1,"0,14948182463932500",Linfoma; células T.,Tumor Wilms
n para 1,"0,1612813835643500",Linfoma; folicular,Tumor Wilms
n para 1,"0,22821890528052400",Linfoma; não-Hodgkin,Tumor Wilms
n para 1,"0,23493346790087400",Lúpus erytematoso; sistêmico,Tumor Wilms
n para 1,"0,2897959944270060",Malária; falciparum,Tumor Wilms
n para 1,"0,6700926051464220",Metabolismo; erros inatos,Tumor Wilms
n para 1,"0,23832702191187400",Nefrite; intersticial,Tumor Wilms
n para 1,"0,10269263900640000",Pancreatite; crônica,Tumor Wilms
n para 1,"0,10999648463423400",Recorrência da neoplasia; local,Tumor Wilms
n para 1,"0,12039087895506900",Sarcoma; Kaposi,Tumor Wilms
n para 1,"0,15192803839206000",Scleroderma; sistêmico,Tumor Wilms
n para 1,"0,2938084541818730",Síndromes neoplásicas; hereditárias,Tumor Wilms
n para 1,"0,16176056657712100",Tireoidite; autoimune,Tumor Wilms
n para 1,"0,13352202375140200",Acidose; lática,Tumores estromais gastrointestinais
n para 1,"0,533778979872389",Adenoma; célula hepática,Tumores estromais gastrointestinais
n para 1,"0,13613770243682700",Anemia; célula falciforme,Tumores estromais gastrointestinais
n para 1,"0,3591304705633320",Anemia; deficiência de ferro,Tumores estromais gastrointestinais
n para 1,"0,44559512506061800",Aneurisma aórtico; abdominal,Tumores estromais gastrointestinais
n para 1,"0,1533907039416280",Aneurisma aórtico; torácico,Tumores estromais gastrointestinais
n para 1,"0,1864729167076150",Aneurisma; dissecando,Tumores estromais gastrointestinais
n para 1,"0,11538063331520800",Artrite; psoriática,Tumores estromais gastrointestinais
n para 1,"0,13101568749177000",Artrite; reumatóide,Tumores estromais gastrointestinais
n para 1,"0,1714369669151770",Carcinoma; célula de transição,Tumores estromais gastrointestinais
n para 1,"0,25608460937318300",Carcinoma; célula escamosa,Tumores estromais gastrointestinais
n para 1,"0,2952246436688180",Carcinoma; célula renal,Tumores estromais gastrointestinais
n para 1,"0,5089416384782850",Carcinoma; ductal pancreático,Tumores estromais gastrointestinais
n para 1,"0,5115262385617470",Carcinoma; hepatocelular,Tumores estromais gastrointestinais
n para 1,"0,16763412267945300",Carcinoma; medular,Tumores estromais gastrointestinais
n para 1,"0,5007148706312770",Carcinoma; papilar,Tumores estromais gastrointestinais
n para 1,"0,24717479436994600",Carcinoma; pequena célula,Tumores estromais gastrointestinais
n para 1,"0,22470108884242200",Carcinoma; pulmão de células não pequenas,Tumores estromais gastrointestinais
n para 1,"0,12074432654052500",Cirrose hepática; biliar,Tumores estromais gastrointestinais
n para 1,"0,16367704379183800",Cistadenocarcinoma; papilar,Tumores estromais gastrointestinais
n para 1,"0,38641450874962600",Cistadenocarcinoma; seroso,Tumores estromais gastrointestinais
n para 1,"0,31916087341105800",Colangite; esclerosante,Tumores estromais gastrointestinais
n para 1,"0,14586596867904800",Colestase; intra-hepática,Tumores estromais gastrointestinais
n para 1,"0,19242418032497100",Colite; ulcerosa,Tumores estromais gastrointestinais
n para 1,"0,11367193781365200",Disautonomia; familiar,Tumores estromais gastrointestinais
n para 1,"0,19738993649600100",Doença granulomatosa; crônica,Tumores estromais gastrointestinais
n para 1,"0,14447740093834300",Doenças hepáticas; alcoólatras,Tumores estromais gastrointestinais
n para 1,"0,25501979225702000",Doenças renais; Cystic,Tumores estromais gastrointestinais
n para 1,"0,10179768908549300",Esclerose múltipla; recidiva-recorrente,Tumores estromais gastrointestinais
n para 1,"0,14966498144925800",Esforocitose; hereditária,Tumores estromais gastrointestinais
n para 1,"0,6711760870650860",Fibromatose; abdominal,Tumores estromais gastrointestinais
n para 1,"0,18401506844100000",Hemoglobinúria; paroxística,Tumores estromais gastrointestinais
n para 1,"0,191359527338425",Hepatite B; crônica,Tumores estromais gastrointestinais
n para 1,"0,18357487096961600",Hepatite C; crônica,Tumores estromais gastrointestinais
n para 1,"0,3329273273807350",Hérnia; diafragmática,Tumores estromais gastrointestinais
n para 1,"0,36735589551358100",Hérnia; inguinal,Tumores estromais gastrointestinais
n para 1,"0,5201083579235630",Hipertensão; portal,Tumores estromais gastrointestinais
n para 1,"0,11531884103299800",Infecções por mycobacterium; atípico,Tumores estromais gastrointestinais
n para 1,"0,15874231334749100",Infertilidade; mulher,Tumores estromais gastrointestinais
n para 1,"0,21946490114650000",Insuficiência hepática; aguda,Tumores estromais gastrointestinais
n para 1,"0,20118527247693500",Leucemia-linfoma; células T adultas,Tumores estromais gastrointestinais
n para 1,"0,15976670461829200",Leucemia; linfocítica; crônica; células B,Tumores estromais gastrointestinais
n para 1,"0,14202587190461000",Leucemia; linfóide,Tumores estromais gastrointestinais
n para 1,"0,17879546235788700",Leucemia; mielogênica; crônica; BCR-ABL POSITIVA,Tumores estromais gastrointestinais
n para 1,"0,23318989067813300",Leucemia; mielóide,Tumores estromais gastrointestinais
n para 1,"0,2166358460505340",Leucemia; mielóide; aguda,Tumores estromais gastrointestinais
n para 1,"0,21060282052364700",Leucemia; monocítica; aguda,Tumores estromais gastrointestinais
n para 1,"0,22161766279819900",Leucemia; promielocítica; aguda,Tumores estromais gastrointestinais
n para 1,"0,3659113378644420",Linfoma; células B grandes; difuso,Tumores estromais gastrointestinais
n para 1,"0,2790856348746600",Linfoma; células B.,Tumores estromais gastrointestinais
n para 1,"0,1451411264844760",Linfoma; células T.; cutânea,Tumores estromais gastrointestinais
n para 1,"0,2851033437106980",Linfoma; folicular,Tumores estromais gastrointestinais
n para 1,"0,36846382374924900",Linfoma; não-Hodgkin,Tumores estromais gastrointestinais
n para 1,"0,12939519682999300",Lúpus erytematoso; sistêmico,Tumores estromais gastrointestinais
n para 1,"0,19135523370837900",Neoplasias de mama; homem,Tumores estromais gastrointestinais
n para 1,"0,30787723299846400",Neoplasias; células germinativas e embrionário,Tumores estromais gastrointestinais
n para 1,"0,2852912474252290",Neoplasias; segundo primário,Tumores estromais gastrointestinais
n para 1,"0,10208467384279800",Neuropatias amilóides; familiares,Tumores estromais gastrointestinais
n para 1,"0,12789674172312700",Obesidade; mórbida,Tumores estromais gastrointestinais
n para 1,"0,6809824653453920",Pancreatite; crônica,Tumores estromais gastrointestinais
n para 1,"0,17518360544994300",Poliondocinopatias; autoimunes,Tumores estromais gastrointestinais
n para 1,"0,25717506510130800",Recorrência da neoplasia; local,Tumores estromais gastrointestinais
n para 1,"0,11024634029136900",Rim policístico; autossômico dominante,Tumores estromais gastrointestinais
n para 1,"0,20870817323991400",Sarcoma; Ewing's,Tumores estromais gastrointestinais
n para 1,"0,2326997038363420",Sarcoma; Kaposi,Tumores estromais gastrointestinais
n para 1,"0,1488808365602840",Scleroderma; sistêmico,Tumores estromais gastrointestinais
n para 1,"0,14904768205428900",Telangiectasia; hemorrágica hereditária,Tumores estromais gastrointestinais
n para 1,"0,10935237217765700",Tireoidite; autoimune,Tumores estromais gastrointestinais
n para 1,"0,18913709828759100",Transformação celular; neoplásica,Tumores estromais gastrointestinais
n para 1,"0,20444763434732900",Trombocitemia; essencial,Tumores estromais gastrointestinais
n para 1,"0,26037171898687000",Anemia; célula falciforme,Tumores neuroectodérmicos
n para 1,"0,3220410081403350",Aneurisma aórtico; torácico,Tumores neuroectodérmicos
n para 1,"0,3780805099757230",Aneurisma; dissecando,Tumores neuroectodérmicos
n para 1,"0,1319682621087250",Artrite; reumatóide,Tumores neuroectodérmicos
n para 1,"0,15002627294944000",Carcinoma; célula escamosa,Tumores neuroectodérmicos
n para 1,"0,10685787784313600",Carcinoma; hepatocelular,Tumores neuroectodérmicos
n para 1,"0,13789376549279400",Carcinoma; papilar,Tumores neuroectodérmicos
n para 1,"0,10969310944949400",Cardiomiopatia; hipertrófica,Tumores neuroectodérmicos
n para 1,"0,17981125728906900",Defeitos do septo cardíaco; atrial,Tumores neuroectodérmicos
n para 1,"0,1369388927724560",Disfunção ventricular; esquerda,Tumores neuroectodérmicos
n para 1,"0,31973826911792200",Doença pulmonar; obstrutiva crônica,Tumores neuroectodérmicos
n para 1,"0,16498577502855700",Doenças pulmonares; obstrutivas,Tumores neuroectodérmicos
n para 1,"0,1406066423637820",Fraturas; osso,Tumores neuroectodérmicos
n para 1,"0,25468475454274",Hérnia; diafragmática,Tumores neuroectodérmicos
n para 1,"0,13142617437773100",Leucemia; mielogênica; crônica; BCR-ABL POSITIVA,Tumores neuroectodérmicos
n para 1,"0,1465368976545630",Linfoma; não-Hodgkin,Tumores neuroectodérmicos
n para 1,"0,2913763291978870",Sarcoma; sinovial,Tumores neuroectodérmicos
n para 1,"0,22368824418254800",Scleroderma; sistêmico,Tumores neuroectodérmicos
n para 1,"0,1189739334487690",Arritmias; cardíaco,Tumores neuroendócrinos
n para 1,"0,23252147735573500",Artrite; reumatóide,Tumores neuroendócrinos
n para 1,"0,3842970209164140",Carcinoma; célula escamosa,Tumores neuroendócrinos
n para 1,"0,3936919467721780",Carcinoma; célula renal,Tumores neuroendócrinos
n para 1,"0,3839595936846510",Carcinoma; hepatocelular,Tumores neuroendócrinos
n para 1,"0,3893082099929890",Carcinoma; papilar,Tumores neuroendócrinos
n para 1,"0,41212294598083200",Carcinoma; pulmão de células não pequenas,Tumores neuroendócrinos
n para 1,"0,39048393006222000",Colite; ulcerosa,Tumores neuroendócrinos
n para 1,"0,19573496929255400",Doença pulmonar; obstrutiva crônica,Tumores neuroendócrinos
n para 1,"0,13821511822657700",Doenças ósseas; metabólicas,Tumores neuroendócrinos
n para 1,"0,16656828306832400",Espondilite; anquilosing,Tumores neuroendócrinos
n para 1,"0,1499264836099210",Hepatite B; crônica,Tumores neuroendócrinos
n para 1,"0,1373206910316100",Hepatite C; crônica,Tumores neuroendócrinos
n para 1,"0,13010520004575100",Hiperplasia adrenal; congênita,Tumores neuroendócrinos
n para 1,"0,24662708458941900",Hipertensão; portal,Tumores neuroendócrinos
n para 1,"0,145590063637558",Hipotensão; ortostática,Tumores neuroendócrinos
n para 1,"0,20493724759890200",Infecções por mycobacterium; atípico,Tumores neuroendócrinos
n para 1,"0,13230406889626400",Infertilidade; homem,Tumores neuroendócrinos
n para 1,"0,3249707935660430",Influenza; humano,Tumores neuroendócrinos
n para 1,"0,2845825172947520",Leucemia-linfoma; células T adultas,Tumores neuroendócrinos
n para 1,"0,13440576258232800",Leucemia; linfocítica; crônica; células B,Tumores neuroendócrinos
n para 1,"0,17306312235864600",Leucemia; linfóide,Tumores neuroendócrinos
n para 1,"0,27543913830297400",Leucemia; mielogênica; crônica; BCR-ABL POSITIVA,Tumores neuroendócrinos
n para 1,"0,27810873448519600",Leucemia; mielóide,Tumores neuroendócrinos
n para 1,"0,3176507389239000",Leucemia; mielóide; aguda,Tumores neuroendócrinos
n para 1,"0,2521644186172210",Leucemia; monocítica; aguda,Tumores neuroendócrinos
n para 1,"0,23286690299284100",Leucemia; promielocítica; aguda,Tumores neuroendócrinos
n para 1,"0,37157626170600000",Linfoma; células B grandes; difuso,Tumores neuroendócrinos
n para 1,"0,3332972704010900",Linfoma; células B.,Tumores neuroendócrinos
n para 1,"0,2735383967622410",Linfoma; células T.,Tumores neuroendócrinos
n para 1,"0,3493417345405110",Linfoma; folicular,Tumores neuroendócrinos
