disease_Dui,Doencas Termos Unificados
X750,Lesão autoprovocada intencionalmente por dispositivos explosivos - residência
X751,Lesão autoprovocada intencionalmente por dispositivos explosivos - habitação coletiva
X752,"Lesão autoprovocada intencionalmente por dispositivos explosivos - escolas, outras instituições e áreas de administração pública"
X753,Lesão autoprovocada intencionalmente por dispositivos explosivos - área para a prática de esportes e atletismo
X754,Lesão autoprovocada intencionalmente por dispositivos explosivos - rua e estrada
X755,Lesão autoprovocada intencionalmente por dispositivos explosivos - áreas de comércio e de serviços
X756,Lesão autoprovocada intencionalmente por dispositivos explosivos - áreas industriais e em construção
X757,Lesão autoprovocada intencionalmente por dispositivos explosivos - fazenda
X758,Lesão autoprovocada intencionalmente por dispositivos explosivos - outros locais especificados
X759,Lesão autoprovocada intencionalmente por dispositivos explosivos - local não especificado
X76,"Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas"
X760,"Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas - residência"
X761,"Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas - habitação coletiva"
X762,"Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas - escolas, outras instituições e áreas de administração pública"
X763,"Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas - área para a prática de esportes e atletismo"
X764,"Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas - rua e estrada"
X765,"Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas - áreas de comércio e de serviços"
X766,"Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas - áreas industriais e em construção"
X767,"Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas - fazenda"
X768,"Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas - outros locais especificados"
X769,"Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas - local não especificado"
X77,"Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes"
X770,"Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes - residência"
X771,"Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes - habitação coletiva"
X772,"Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes - escolas, outras instituições e áreas de administração pública"
X773,"Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes - área para a prática de esportes e atletismo"
X774,"Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes - rua e estrada"
X775,"Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes - áreas de comércio e de serviços"
X776,"Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes - áreas industriais e em construção"
X777,"Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes - fazenda"
X778,"Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes - outros locais especificados"
X779,"Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes - local não especificado"
X78,Lesão autoprovocada intencionalmente por objeto cortante ou penetrante
X780,Lesão autoprovocada intencionalmente por objeto cortante ou penetrante - residência
X781,Lesão autoprovocada intencionalmente por objeto cortante ou penetrante - habitação coletiva
X782,"Lesão autoprovocada intencionalmente por objeto cortante ou penetrante - escolas, outras instituições e áreas de administração pública"
X783,Lesão autoprovocada intencionalmente por objeto cortante ou penetrante - área para a prática de esportes e atletismo
X784,Lesão autoprovocada intencionalmente por objeto cortante ou penetrante - rua e estrada
X785,Lesão autoprovocada intencionalmente por objeto cortante ou penetrante - áreas de comércio e de serviços
X786,Lesão autoprovocada intencionalmente por objeto cortante ou penetrante - áreas industriais e em construção
X787,Lesão autoprovocada intencionalmente por objeto cortante ou penetrante - fazenda
X788,Lesão autoprovocada intencionalmente por objeto cortante ou penetrante - outros locais especificados
X789,Lesão autoprovocada intencionalmente por objeto cortante ou penetrante - local não especificado
X79,Lesão autoprovocada intencionalmente por objeto contundente
X790,Lesão autoprovocada intencionalmente por objeto contundente - residência
X791,Lesão autoprovocada intencionalmente por objeto contundente - habitação coletiva
X792,"Lesão autoprovocada intencionalmente por objeto contundente - escolas, outras instituições e áreas de administração pública"
X793,Lesão autoprovocada intencionalmente por objeto contundente - área para a prática de esportes e atletismo
X794,Lesão autoprovocada intencionalmente por objeto contundente - rua e estrada
X795,Lesão autoprovocada intencionalmente por objeto contundente - áreas de comércio e de serviços
X796,Lesão autoprovocada intencionalmente por objeto contundente - áreas industriais e em construção
X797,Lesão autoprovocada intencionalmente por objeto contundente - fazenda
X798,Lesão autoprovocada intencionalmente por objeto contundente - outros locais especificados
X799,Lesão autoprovocada intencionalmente por objeto contundente - local não especificado
X80,Lesão autoprovocada intencionalmente por precipitação de um lugar elevado
X80,Precipitação
X800,Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - residência
X801,Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - habitação coletiva
X802,"Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - escolas, outras instituições e áreas de administração pública"
X803,Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - área para a prática de esportes e atletismo
X804,Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - rua e estrada
X805,Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - áreas de comércio e de serviços
X806,Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - áreas industriais e em construção
X807,Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - fazenda
X808,Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - outros locais especificados
X809,Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - local não especificado
X81,Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento
X810,Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - residência
X811,Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - habitação coletiva
X812,"Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - escolas, outras instituições e áreas de administração pública"
X813,Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - área para a prática de esportes e atletismo
X814,Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - rua e estrada
X815,Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - áreas de comércio e de serviços
X816,Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - áreas industriais e em construção
X817,Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - fazenda
X818,Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - outros locais especificados
X819,Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - local não especificado
X82,Lesão autoprovocada intencionalmente por impacto de um veículo a motor
X820,Lesão autoprovocada intencionalmente por impacto de um veículo a motor - residência
X821,Lesão autoprovocada intencionalmente por impacto de um veículo a motor - habitação coletiva
X822,"Lesão autoprovocada intencionalmente por impacto de um veículo a motor - escolas, outras instituições e áreas de administração pública"
X823,Lesão autoprovocada intencionalmente por impacto de um veículo a motor - área para a prática de esportes e atletismo
X824,Lesão autoprovocada intencionalmente por impacto de um veículo a motor - rua e estrada
X825,Lesão autoprovocada intencionalmente por impacto de um veículo a motor - áreas de comércio e de serviços
X826,Lesão autoprovocada intencionalmente por impacto de um veículo a motor - áreas industriais e em construção
X827,Lesão autoprovocada intencionalmente por impacto de um veículo a motor - fazenda
X828,Lesão autoprovocada intencionalmente por impacto de um veículo a motor - outros locais especificados
X829,Lesão autoprovocada intencionalmente por impacto de um veículo a motor - local não especificado
X83,Lesão autoprovocada intencionalmente por outros meios especificados
X830,Lesão autoprovocada intencionalmente por outros meios especificados - residência
X831,Lesão autoprovocada intencionalmente por outros meios especificados - habitação coletiva
X832,"Lesão autoprovocada intencionalmente por outros meios especificados - escolas, outras instituições e áreas de administração pública"
X833,Lesão autoprovocada intencionalmente por outros meios especificados - área para a prática de esportes e atletismo
X834,Lesão autoprovocada intencionalmente por outros meios especificados - rua e estrada
X835,Lesão autoprovocada intencionalmente por outros meios especificados - áreas de comércio e de serviços
X836,Lesão autoprovocada intencionalmente por outros meios especificados - áreas industriais e em construção
X837,Lesão autoprovocada intencionalmente por outros meios especificados - fazenda
X838,Lesão autoprovocada intencionalmente por outros meios especificados - outros locais especificados
X839,Lesão autoprovocada intencionalmente por outros meios especificados - local não especificado
X84,Lesão autoprovocada intencionalmente por meios não especificados
X84,Meios
X840,Lesão autoprovocada intencionalmente por meios não especificados - residência
X841,Lesão autoprovocada intencionalmente por meios não especificados - habitação coletiva
X842,"Lesão autoprovocada intencionalmente por meios não especificados - escolas, outras instituições e áreas de administração pública"
X843,Lesão autoprovocada intencionalmente por meios não especificados - área para a prática de esportes e atletismo
X844,Lesão autoprovocada intencionalmente por meios não especificados - rua e estrada
X845,Lesão autoprovocada intencionalmente por meios não especificados - áreas de comércio e de serviços
X846,Lesão autoprovocada intencionalmente por meios não especificados - áreas industriais e em construção
X847,Lesão autoprovocada intencionalmente por meios não especificados - fazenda
X848,Lesão autoprovocada intencionalmente por meios não especificados - outros locais especificados
X849,Lesão autoprovocada intencionalmente por meios não especificados - local não especificado
X85,"Agressão por meio de drogas, medicamentos e substâncias biológicas"
X85-Y09,Agressões
X850,"Agressão por meio de drogas, medicamentos e substâncias biológicas - residência"
X851,"Agressão por meio de drogas, medicamentos e substâncias biológicas - habitação coletiva"
X852,"Agressão por meio de drogas, medicamentos e substâncias biológicas - escolas, outras instituições e áreas de administração pública"
X853,"Agressão por meio de drogas, medicamentos e substâncias biológicas - área para a prática de esportes e atletismo"
X854,"Agressão por meio de drogas, medicamentos e substâncias biológicas - rua e estrada"
X855,"Agressão por meio de drogas, medicamentos e substâncias biológicas - áreas de comércio e de serviços"
X856,"Agressão por meio de drogas, medicamentos e substâncias biológicas - áreas industriais e em construção"
X857,"Agressão por meio de drogas, medicamentos e substâncias biológicas - fazenda"
X858,"Agressão por meio de drogas, medicamentos e substâncias biológicas - outros locais especificados"
X859,"Agressão por meio de drogas, medicamentos e substâncias biológicas - local não especificado"
X86,Agressão por meio de substâncias corrosivas
X86,Substâncias Corrosivas
X860,Agressão por meio de substâncias corrosivas - residência
X861,Agressão por meio de substâncias corrosivas - habitação coletiva
X862,"Agressão por meio de substâncias corrosivas - escolas, outras instituições e áreas de administração pública"
X863,Agressão por meio de substâncias corrosivas - área para a prática de esportes e atletismo
X864,Agressão por meio de substâncias corrosivas - rua e estrada
X865,Agressão por meio de substâncias corrosivas - áreas de comércio e de serviços
X866,Agressão por meio de substâncias corrosivas - áreas industriais e em construção
X867,Agressão por meio de substâncias corrosivas - fazenda
X868,Agressão por meio de substâncias corrosivas - outros locais especificados
X869,Agressão por meio de substâncias corrosivas - local não especificado
X87,Agressão
X87,Agressão por pesticidas
X870,Agressão por pesticidas - residência
X871,Agressão por pesticidas - habitação coletiva
X872,"Agressão por pesticidas - escolas, outras instituições e áreas de administração pública"
X873,Agressão por pesticidas - área para a prática de esportes e atletismo
X874,Agressão por pesticidas - rua e estrada
X875,Agressão por pesticidas - áreas de comércio e de serviços
X876,Agressão por pesticidas - áreas industriais e em construção
X877,Agressão por pesticidas - fazenda
X878,Agressão por pesticidas - outros locais especificados
X879,Agressão por pesticidas - local não especificado
X88,Agressão por meio de gases e vapores
X88,Gases
X88,Vapores
X880,Agressão por meio de gases e vapores - residência
X881,Agressão por meio de gases e vapores - habitação coletiva
X882,"Agressão por meio de gases e vapores - escolas, outras instituições e áreas de administração pública"
X883,Agressão por meio de gases e vapores - área para a prática de esportes e atletismo
X884,Agressão por meio de gases e vapores - rua e estrada
X885,Agressão por meio de gases e vapores - áreas de comércio e de serviços
X886,Agressão por meio de gases e vapores - áreas industriais e em construção
X887,Agressão por meio de gases e vapores - fazenda
X888,Agressão por meio de gases e vapores - outros locais especificados
X889,Agressão por meio de gases e vapores - local não especificado
X89,Agressão por meio de outros produtos químicos e substâncias nocivas especificados
X890,Agressão por meio de outros produtos químicos e substâncias nocivas especificados - residência
X891,Agressão por meio de outros produtos químicos e substâncias nocivas especificados - habitação coletiva
X892,"Agressão por meio de outros produtos químicos e substâncias nocivas especificados - escolas, outras instituições e áreas de administração pública"
X893,Agressão por meio de outros produtos químicos e substâncias nocivas especificados - área para a prática de esportes e atletismo
X894,Agressão por meio de outros produtos químicos e substâncias nocivas especificados - rua e estrada
X895,Agressão por meio de outros produtos químicos e substâncias nocivas especificados - áreas de comércio e de serviços
X896,Agressão por meio de outros produtos químicos e substâncias nocivas especificados - áreas industriais e em construção
X897,Agressão por meio de outros produtos químicos e substâncias nocivas especificados - fazenda
X898,Agressão por meio de outros produtos químicos e substâncias nocivas especificados - outros locais especificados
X899,Agressão por meio de outros produtos químicos e substâncias nocivas especificados - local não especificado
X90,Agressão por meio de produtos químicos e substâncias nocivas não especificados
X90,Substâncias Nocivas
X900,Agressão por meio de produtos químicos e substâncias nocivas não especificados - residência
X901,Agressão por meio de produtos químicos e substâncias nocivas não especificados - habitação coletiva
X902,"Agressão por meio de produtos químicos e substâncias nocivas não especificados - escolas, outras instituições e áreas de administração pública"
X903,Agressão por meio de produtos químicos e substâncias nocivas não especificados - área para a prática de esportes e atletismo
X904,Agressão por meio de produtos químicos e substâncias nocivas não especificados - rua e estrada
X905,Agressão por meio de produtos químicos e substâncias nocivas não especificados - áreas de comércio e de serviços
X906,Agressão por meio de produtos químicos e substâncias nocivas não especificados - áreas industriais e em construção
X907,Agressão por meio de produtos químicos e substâncias nocivas não especificados - fazenda
X908,Agressão por meio de produtos químicos e substâncias nocivas não especificados - outros locais especificados
X909,Agressão por meio de produtos químicos e substâncias nocivas não especificados - local não especificado
X91,"Agressão por meio de enforcamento, estrangulamento e sufocação"
X910,"Agressão por meio de enforcamento, estrangulamento e sufocação - residência"
X911,"Agressão por meio de enforcamento, estrangulamento e sufocação - habitação coletiva"
X912,"Agressão por meio de enforcamento, estrangulamento e sufocação - escolas, outras instituições e áreas de administração pública"
X913,"Agressão por meio de enforcamento, estrangulamento e sufocação - área para a prática de esportes e atletismo"
X914,"Agressão por meio de enforcamento, estrangulamento e sufocação - rua e estrada"
X915,"Agressão por meio de enforcamento, estrangulamento e sufocação - áreas de comércio e de serviços"
X916,"Agressão por meio de enforcamento, estrangulamento e sufocação - áreas industriais e em construção"
X917,"Agressão por meio de enforcamento, estrangulamento e sufocação - fazenda"
X918,"Agressão por meio de enforcamento, estrangulamento e sufocação - outros locais especificados"
X919,"Agressão por meio de enforcamento, estrangulamento e sufocação - local não especificado"
X92,Agressão por meio de afogamento e submersão
X920,Agressão por meio de afogamento e submersão - residência
X921,Agressão por meio de afogamento e submersão - habitação coletiva
X922,"Agressão por meio de afogamento e submersão - escolas, outras instituições e áreas de administração pública"
X923,Agressão por meio de afogamento e submersão - área para a prática de esportes e atletismo
X924,Agressão por meio de afogamento e submersão - rua e estrada
X925,Agressão por meio de afogamento e submersão - áreas de comércio e de serviços
X926,Agressão por meio de afogamento e submersão - áreas industriais e em construção
X927,Agressão por meio de afogamento e submersão - fazenda
X928,Agressão por meio de afogamento e submersão - outros locais especificados
X929,Agressão por meio de afogamento e submersão - local não especificado
X93,Agressão por meio de disparo de arma de fogo de mão
X93,Arma de Fogo de Mão
X930,Agressão por meio de disparo de arma de fogo de mão - residência
X931,Agressão por meio de disparo de arma de fogo de mão - habitação coletiva
X932,"Agressão por meio de disparo de arma de fogo de mão - escolas, outras instituições e áreas de administração pública"
X933,Agressão por meio de disparo de arma de fogo de mão - área para a prática de esportes e atletismo
X934,Agressão por meio de disparo de arma de fogo de mão - rua e estrada
X935,Agressão por meio de disparo de arma de fogo de mão - áreas de comércio e de serviços
X936,Agressão por meio de disparo de arma de fogo de mão - áreas industriais e em construção
X937,Agressão por meio de disparo de arma de fogo de mão - fazenda
X938,Agressão por meio de disparo de arma de fogo de mão - outros locais especificados
X939,Agressão por meio de disparo de arma de fogo de mão - local não especificado
X94,"Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre"
X940,"Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - residência"
X941,"Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - habitação coletiva"
X942,"Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - escolas, outras instituições e áreas de administração pública"
X943,"Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - área para a prática de esportes e atletismo"
X944,"Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - rua e estrada"
X945,"Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - áreas de comércio e de serviços"
X946,"Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - áreas industriais e em construção"
X947,"Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - fazenda"
X948,"Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - outros locais especificados"
X949,"Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - local não especificado"
X95,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
X950,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - residência
X951,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - habitação coletiva
X952,"Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - escolas, outras instituições e áreas de administração pública"
X953,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - área para a prática de esportes e atletismo
X954,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - rua e estrada
X955,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - áreas de comércio e de serviços
X956,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - áreas industriais e em construção
X957,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - fazenda
X958,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - outros locais especificados
X959,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - local não especificado
X96,Agressão por meio de material explosivo
X960,Agressão por meio de material explosivo - residência
X961,Agressão por meio de material explosivo - habitação coletiva
X962,"Agressão por meio de material explosivo - escolas, outras instituições e áreas de administração pública"
X963,Agressão por meio de material explosivo - área para a prática de esportes e atletismo
X964,Agressão por meio de material explosivo - rua e estrada
X965,Agressão por meio de material explosivo - áreas de comércio e de serviços
X966,Agressão por meio de material explosivo - áreas industriais e em construção
X967,Agressão por meio de material explosivo - fazenda
X968,Agressão por meio de material explosivo - outros locais especificados
X969,Agressão por meio de material explosivo - local não especificado
X97,"Agressão por meio de fumaça, fogo e chamas"
X970,"Agressão por meio de fumaça, fogo e chamas - residência"
X971,"Agressão por meio de fumaça, fogo e chamas - habitação coletiva"
X972,"Agressão por meio de fumaça, fogo e chamas - escolas, outras instituições e áreas de administração pública"
X973,"Agressão por meio de fumaça, fogo e chamas - área para a prática de esportes e atletismo"
X974,"Agressão por meio de fumaça, fogo e chamas - rua e estrada"
X975,"Agressão por meio de fumaça, fogo e chamas - áreas de comércio e de serviços"
X976,"Agressão por meio de fumaça, fogo e chamas - áreas industriais e em construção"
X977,"Agressão por meio de fumaça, fogo e chamas - fazenda"
X978,"Agressão por meio de fumaça, fogo e chamas - outros locais especificados"
X979,"Agressão por meio de fumaça, fogo e chamas - local não especificado"
X98,"Agressão por meio de vapor de água, gases ou objetos quentes"
X980,"Agressão por meio de vapor de água, gases ou objetos quentes - residência"
X981,"Agressão por meio de vapor de água, gases ou objetos quentes - habitação coletiva"
X982,"Agressão por meio de vapor de água, gases ou objetos quentes - escolas, outras instituições e áreas de administração pública"
X983,"Agressão por meio de vapor de água, gases ou objetos quentes - área para a prática de esportes e atletismo"
X984,"Agressão por meio de vapor de água, gases ou objetos quentes - rua e estrada"
X985,"Agressão por meio de vapor de água, gases ou objetos quentes - áreas de comércio e de serviços"
X986,"Agressão por meio de vapor de água, gases ou objetos quentes - áreas industriais e em construção"
X987,"Agressão por meio de vapor de água, gases ou objetos quentes - fazenda"
X988,"Agressão por meio de vapor de água, gases ou objetos quentes - outros locais especificados"
X989,"Agressão por meio de vapor de água, gases ou objetos quentes - local não especificado"
X99,Agressão por meio de objeto cortante ou penetrante
X990,Agressão por meio de objeto cortante ou penetrante - residência
X991,Agressão por meio de objeto cortante ou penetrante - habitação coletiva
X992,"Agressão por meio de objeto cortante ou penetrante - escolas, outras instituições e áreas de administração pública"
X993,Agressão por meio de objeto cortante ou penetrante - área para a prática de esportes e atletismo
X994,Agressão por meio de objeto cortante ou penetrante - rua e estrada
X995,Agressão por meio de objeto cortante ou penetrante - áreas de comércio e de serviços
X996,Agressão por meio de objeto cortante ou penetrante - áreas industriais e em construção
X997,Agressão por meio de objeto cortante ou penetrante - fazenda
X998,Agressão por meio de objeto cortante ou penetrante - outros locais especificados
X999,Agressão por meio de objeto cortante ou penetrante - local não especificado
Y00,Agressão por meio de um objeto contundente
Y00,Objeto Contundente
Y000,Agressão por meio de um objeto contundente - residência
Y001,Agressão por meio de um objeto contundente - habitação coletiva
Y002,"Agressão por meio de um objeto contundente - escolas, outras instituições e áreas de administração pública"
Y003,Agressão por meio de um objeto contundente - área para a prática de esportes e atletismo
Y004,Agressão por meio de um objeto contundente - rua e estrada
Y005,Agressão por meio de um objeto contundente - áreas de comércio e de serviços
Y006,Agressão por meio de um objeto contundente - áreas industriais e em construção
Y007,Agressão por meio de um objeto contundente - fazenda
Y008,Agressão por meio de um objeto contundente - outros locais especificados
Y009,Agressão por meio de um objeto contundente - local não especificado
Y01,Agressão por meio de projeção de um lugar elevado
Y01,Lugar Elevado
Y010,Agressão por meio de projeção de um lugar elevado - residência
Y011,Agressão por meio de projeção de um lugar elevado - habitação coletiva
Y012,"Agressão por meio de projeção de um lugar elevado - escolas, outras instituições e áreas de administração pública"
Y013,Agressão por meio de projeção de um lugar elevado - área para a prática de esportes e atletismo
Y014,Agressão por meio de projeção de um lugar elevado - rua e estrada
Y015,Agressão por meio de projeção de um lugar elevado - áreas de comércio e de serviços
Y016,Agressão por meio de projeção de um lugar elevado - áreas industriais e em construção
Y017,Agressão por meio de projeção de um lugar elevado - fazenda
Y018,Agressão por meio de projeção de um lugar elevado - outros locais especificados
Y019,Agressão por meio de projeção de um lugar elevado - local não especificado
Y02,Agressão por meio de projeção ou colocação da vítima diante de um objeto em movimento
Y02,Diante
Y02,Projeção
Y020,Agressão por meio de projeção ou colocação da vítima diante de um objeto em movimento - residência
Y021,Agressão por meio de projeção ou colocação da vítima diante de um objeto em movimento - habitação coletiva
Y022,"Agressão por meio de projeção ou colocação da vítima diante de um objeto em movimento - escolas, outras instituições e áreas de administração pública"
Y023,Agressão por meio de projeção ou colocação da vítima diante de um objeto em movimento - área para a prática de esportes e atletismo
Y024,Agressão por meio de projeção ou colocação da vítima diante de um objeto em movimento - rua e estrada
Y025,Agressão por meio de projeção ou colocação da vítima diante de um objeto em movimento - áreas de comércio e de serviços
Y026,Agressão por meio de projeção ou colocação da vítima diante de um objeto em movimento - áreas industriais e em construção
Y027,Agressão por meio de projeção ou colocação da vítima diante de um objeto em movimento - fazenda
Y028,Agressão por meio de projeção ou colocação da vítima diante de um objeto em movimento - outros locais especificados
Y029,Agressão por meio de projeção ou colocação da vítima diante de um objeto em movimento - local não especificado
Y03,Agressão por meio de impacto de um veículo a motor
Y03,Por Meio de
Y030,Agressão por meio de impacto de um veículo a motor - residência
Y031,Agressão por meio de impacto de um veículo a motor - habitação coletiva
Y032,"Agressão por meio de impacto de um veículo a motor - escolas, outras instituições e áreas de administração pública"
Y033,Agressão por meio de impacto de um veículo a motor - área para a prática de esportes e atletismo
Y034,Agressão por meio de impacto de um veículo a motor - rua e estrada
Y035,Agressão por meio de impacto de um veículo a motor - áreas de comércio e de serviços
Y036,Agressão por meio de impacto de um veículo a motor - áreas industriais e em construção
Y037,Agressão por meio de impacto de um veículo a motor - fazenda
Y038,Agressão por meio de impacto de um veículo a motor - outros locais especificados
Y039,Agressão por meio de impacto de um veículo a motor - local não especificado
Y04,Agressão por meio de força corporal
Y04,Força Corporal
Y04,Por Meio
Y040,Agressão por meio de força corporal - residência
Y041,Agressão por meio de força corporal - habitação coletiva
Y042,"Agressão por meio de força corporal - escolas, outras instituições e áreas de administração pública"
Y043,Agressão por meio de força corporal - área para a prática de esportes e atletismo
Y044,Agressão por meio de força corporal - rua e estrada
Y045,Agressão por meio de força corporal - áreas de comércio e de serviços
Y046,Agressão por meio de força corporal - áreas industriais e em construção
Y047,Agressão por meio de força corporal - fazenda
Y048,Agressão por meio de força corporal - outros locais especificados
Y049,Agressão por meio de força corporal - local não especificado
Y05,Agressão sexual por meio de força física
Y05,Força Física
Y05,Sexual
Y050,Agressão sexual por meio de força física - residência
Y051,Agressão sexual por meio de força física - habitação coletiva
Y052,"Agressão sexual por meio de força física - escolas, outras instituições e áreas de administração pública"
Y053,Agressão sexual por meio de força física - área para a prática de esportes e atletismo
Y054,Agressão sexual por meio de força física - rua e estrada
Y055,Agressão sexual por meio de força física - áreas de comércio e de serviços
Y056,Agressão sexual por meio de força física - áreas industriais e em construção
Y057,Agressão sexual por meio de força física - fazenda
Y058,Agressão sexual por meio de força física - outros locais especificados
Y059,Agressão sexual por meio de força física - local não especificado
Y06,Abandono
Y06,Negligência
Y06,Negligência e abandono
Y060,Negligência e abandono pelo esposo ou companheiro
Y061,Negligência e abandono pelos pais
Y062,Negligência e abandono por conhecido ou amigo
Y068,Negligência e abandono por outra pessoa especificada
Y069,Negligência e abandono por pessoa não especificada
Y07,Outras síndromes de maus tratos
Y070,Outras síndromes de maus tratos pelo esposo ou companheiro
Y071,Outras síndromes de maus tratos pelos pais
Y072,Outras síndromes de maus tratos por conhecido ou amigo
Y073,Outras síndromes de maus tratos por autoridades oficiais
Y078,Outras síndromes de maus tratos por outra pessoa especificada
Y079,Outras síndromes de maus tratos por pessoa não especificada
Y08,Agressão por outros meios especificados
Y080,Agressão por outros meios especificados - residência
Y081,Agressão por outros meios especificados - habitação coletiva
Y082,"Agressão por outros meios especificados - escolas, outras instituições e áreas de administração pública"
Y083,Agressão por outros meios especificados - área para a prática de esportes e atletismo
Y084,Agressão por outros meios especificados - rua e estrada
Y085,Agressão por outros meios especificados - áreas de comércio e de serviços
Y086,Agressão por outros meios especificados - áreas industriais e em construção
Y087,Agressão por outros meios especificados - fazenda
Y088,Agressão por outros meios especificados - outros locais especificados
Y089,Agressão por outros meios especificados - local não especificado
Y09,Agressão por meios não especificados
Y09,Outros Meios
Y090,Agressão por meios não especificados - residência
Y091,Agressão por meios não especificados - habitação coletiva
Y092,"Agressão por meios não especificados - escolas, outras instituições e áreas de administração pública"
Y093,Agressão por meios não especificados - área para a prática de esportes e atletismo
Y094,Agressão por meios não especificados - rua e estrada
Y095,Agressão por meios não especificados - áreas de comércio e de serviços
Y096,Agressão por meios não especificados - áreas industriais e em construção
Y097,Agressão por meios não especificados - fazenda
Y098,Agressão por meios não especificados - outros locais especificados
Y099,Agressão por meios não especificados - local não especificado
Y10,"Envenenamento [intoxicação] por e exposição a analgésicos, antipiréticos e anti-reumáticos não-opiáceos, intenção não determinada"
Y10-Y34,indeterminada
Y100,"Envenenamento [intoxicação] por e exposição a analgésicos, antipiréticos e anti-reumáticos não-opiáceos, intenção não determinada - residência"
Y101,"Envenenamento [intoxicação] por e exposição a analgésicos, antipiréticos e anti-reumáticos não-opiáceos, intenção não determinada - habitação coletiva"
Y102,"Envenenamento [intoxicação] por e exposição a analgésicos, antipiréticos e anti-reumáticos não-opiáceos, intenção não determinada - escolas, outras instituições e áreas de administração pública"
Y103,"Envenenamento [intoxicação] por e exposição a analgésicos, antipiréticos e anti-reumáticos não-opiáceos, intenção não determinada - área para a prática de esportes e atletismo"
Y104,"Envenenamento [intoxicação] por e exposição a analgésicos, antipiréticos e anti-reumáticos não-opiáceos, intenção não determinada - rua e estrada"
