SubCapitulo,Classe
Neoplasias [tumores] in situ (D00-D09),"Carcinoma in situ da cavidade oral, do esôfago e do estômago"
Neoplasias [tumores] in situ (D00-D09),Carcinoma in situ de outros órgãos digestivos
Neoplasias [tumores] in situ (D00-D09),Carcinoma in situ do ouvido médio e do aparelho respiratório
Neoplasias [tumores] in situ (D00-D09),Melanoma in situ
Neoplasias [tumores] in situ (D00-D09),Carcinoma in situ da pele
Neoplasias [tumores] in situ (D00-D09),Carcinoma in situ da mama
Neoplasias [tumores] in situ (D00-D09),Carcinoma in situ do colo do útero (cérvix)
Neoplasias [tumores] in situ (D00-D09),Carcinoma in situ de outros órgãos genitais e dos não especificados
Neoplasias [tumores] in situ (D00-D09),Carcinoma in situ de outras localizações e das não especificadas
Neoplasias [tumores] benignas(os) (D10-D36),Neoplasia benigna da boca e da faringe
Neoplasias [tumores] benignas(os) (D10-D36),Neoplasia benigna de glândulas salivares maiores
Neoplasias [tumores] benignas(os) (D10-D36),"Neoplasia benigna do cólon, reto, canal anal e ânus"
Neoplasias [tumores] benignas(os) (D10-D36),Neoplasia benigna de outras partes e de partes mal definidas do aparelho digestivo
Neoplasias [tumores] benignas(os) (D10-D36),Neoplasia benigna do ouvido médio e do aparelho respiratório
Artropatias infecciosas (M00-M03),Artrite piogênica
Artropatias infecciosas (M00-M03),Infecções diretas da articulação em doenças infecciosas e parasitárias classificadas em outra parte
Artropatias infecciosas (M00-M03),Artropatias reacionais
Artropatias infecciosas (M00-M03),Artropatias pós-infecciosas e reacionais em doenças infecciosas classificadas em outra parte
Poliartropatias inflamatórias (M05-M14),Artrite reumatóide soro-positiva
Poliartropatias inflamatórias (M05-M14),Outras artrites reumatóides
Poliartropatias inflamatórias (M05-M14),Artropatias psoriásicas e enteropáticas
Poliartropatias inflamatórias (M05-M14),Artrite juvenil
Poliartropatias inflamatórias (M05-M14),Artrite juvenil em doenças classificadas em outra parte
Poliartropatias inflamatórias (M05-M14),Gota
Poliartropatias inflamatórias (M05-M14),Outras artropatias por deposição de cristais
Poliartropatias inflamatórias (M05-M14),Outras artropatias especificadas
Poliartropatias inflamatórias (M05-M14),Outras artrites
Poliartropatias inflamatórias (M05-M14),Artropatias em outras doenças classificadas em outra parte
Artroses (M15-M19),Poliartrose
Artroses (M15-M19),Coxartrose [artrose do quadril]
Artroses (M15-M19),Gonartrose [artrose do joelho]
Artroses (M15-M19),Artrose da primeira articulação carpometacarpiana
Artroses (M15-M19),Outras artroses
Outros transtornos articulares (M20-M25),Deformidades adquiridas dos dedos das mãos e dos pés
Outros transtornos articulares (M20-M25),Outras deformidades adquiridas dos membros
Outros transtornos articulares (M20-M25),Transtornos da rótula [patela]
Outros transtornos articulares (M20-M25),Transtornos internos dos joelhos
Outros transtornos articulares (M20-M25),Outros transtornos articulares específicos
Outros transtornos articulares (M20-M25),Outros transtornos articulares não classificados em outra parte
Dorsopatias deformantes (M40-M43),Cifose e lordose
Dorsopatias deformantes (M40-M43),Escoliose
Dorsopatias deformantes (M40-M43),Osteocondrose da coluna vertebral
Dorsopatias deformantes (M40-M43),Outras dorsopatias deformantes
Espondilopatias (M45-M49),Espondilite ancilosante
Espondilopatias (M45-M49),Outras espondilopatias inflamatórias
Espondilopatias (M45-M49),Espondilose
Espondilopatias (M45-M49),Outras espondilopatias
Espondilopatias (M45-M49),Espondilopatias em doenças classificadas em outra parte
Outras dorsopatias (M50-M54),Transtornos dos discos cervicais
Outras dorsopatias (M50-M54),Outros transtornos de discos intervertebrais
Outras dorsopatias (M50-M54),Outras dorsopatias não classificadas em outra parte
Outras dorsopatias (M50-M54),Dorsalgia
Transtornos musculares (M60-M63),Miosite
Transtornos musculares (M60-M63),Calcificação e ossificação do músculo
Transtornos musculares (M60-M63),Outros transtornos musculares
Transtornos musculares (M60-M63),Transtornos de músculo em doenças classificadas em outra parte
Transtornos das sinóvias e dos tendões (M65-M68),Sinovite e tenossinovite
Transtornos das sinóvias e dos tendões (M65-M68),Ruptura espontânea de sinóvia e de tendão
Transtornos das sinóvias e dos tendões (M65-M68),Outros transtornos das sinóvias e dos tendões
Transtornos das sinóvias e dos tendões (M65-M68),Transtorno de sinóvias e de tendões em doenças classificadas em outra parte
Outros transtornos dos tecidos moles (M70-M79),"Transtornos dos tecidos moles relacionados com o uso, uso excessivo e pressão"
Outros transtornos dos tecidos moles (M70-M79),Outras bursopatias
Outros transtornos dos tecidos moles (M70-M79),Transtornos fibroblásticos
Outros transtornos dos tecidos moles (M70-M79),Transtornos dos tecidos moles em doenças classificadas em outra parte
Outros transtornos dos tecidos moles (M70-M79),Lesões do ombro
Outros transtornos dos tecidos moles (M70-M79),"Entesopatias dos membros inferiores, excluindo pé"
Outros transtornos dos tecidos moles (M70-M79),Outras entesopatias
Outros transtornos dos tecidos moles (M70-M79),"Outros transtornos dos tecidos moles, não classificados em outra parte"
Transtornos da densidade e da estrutura óssea (M80-M85),Osteoporose com fratura patológica
Transtornos da densidade e da estrutura óssea (M80-M85),Osteoporose sem fratura patológica
Transtornos da densidade e da estrutura óssea (M80-M85),Osteoporose em doenças classificadas em outra parte
Transtornos da densidade e da estrutura óssea (M80-M85),Osteomalácia do adulto
Transtornos da densidade e da estrutura óssea (M80-M85),Transtornos da continuidade do osso
Transtornos da densidade e da estrutura óssea (M80-M85),Outros transtornos da densidade e da estrutura ósseas
Outras osteopatias (M86-M90),Osteomielite
Outras osteopatias (M86-M90),Osteonecrose
Outras osteopatias (M86-M90),Doença de Paget do osso (osteíte deformante)
Outras osteopatias (M86-M90),Outros transtornos ósseos
Outras osteopatias (M86-M90),Osteopatias em doenças classificadas em outra parte
Condropatias (M91-M94),Osteocondrose juvenil do quadril e da pelve
Condropatias (M91-M94),Outras osteocondroses juvenis
Condropatias (M91-M94),Outras osteocondropatias
Condropatias (M91-M94),Outros transtornos das cartilagens
"Queimaduras e corrosões da superfície externa do corpo, especificadas por local (T20-T25)",Queimadura e corrosão da cabeça e pescoço
"Queimaduras e corrosões da superfície externa do corpo, especificadas por local (T20-T25)",Queimadura e corrosão do tronco
"Queimaduras e corrosões da superfície externa do corpo, especificadas por local (T20-T25)","Queimadura e corrosão do ombro e membro superior, exceto punho e mão"
"Queimaduras e corrosões da superfície externa do corpo, especificadas por local (T20-T25)",Queimadura e corrosão do punho e da mão
"Queimaduras e corrosões da superfície externa do corpo, especificadas por local (T20-T25)","Queimadura e corrosão do quadril e membro inferior, exceto tornozelo e do pé"
"Queimaduras e corrosões da superfície externa do corpo, especificadas por local (T20-T25)",Queimadura e corrosão do tornozelo e do pé
Queimaduras e corrosões limitadas ao olho e aos órgãos internos (T26-T28),Queimadura e corrosão limitadas ao olho e seus anexos
Queimaduras e corrosões limitadas ao olho e aos órgãos internos (T26-T28),Queimadura e corrosão do trato respiratório
Queimaduras e corrosões limitadas ao olho e aos órgãos internos (T26-T28),Queimadura e corrosão de outros órgãos internos
Queimaduras e corrosões de múltiplas regiões e de regiões não especificadas do corpo (T29-T32),Queimaduras e corrosões de múltiplas regiões do corpo
Queimaduras e corrosões de múltiplas regiões e de regiões não especificadas do corpo (T29-T32),"Queimadura e corrosão, parte não especificada do corpo"
Queimaduras e corrosões de múltiplas regiões e de regiões não especificadas do corpo (T29-T32),Queimaduras classificadas segundo a extensão da superfície corporal atingida
Queimaduras e corrosões de múltiplas regiões e de regiões não especificadas do corpo (T29-T32),Corrosões classificadas segundo a extensão da superfície corporal atingida
Pedestre traumatizado em um acidente de transporte (V01-V09),Pedestre traumatizado em colisão com um veículo a pedal
Pedestre traumatizado em um acidente de transporte (V01-V09),Pedestre traumatizado em colisão com um veículo a motor de duas ou três rodas
Pedestre traumatizado em um acidente de transporte (V01-V09),"Pedestre traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
Pedestre traumatizado em um acidente de transporte (V01-V09),Pedestre traumatizado em colisão com um veículo de transporte pesado ou com um ônibus
Pedestre traumatizado em um acidente de transporte (V01-V09),Pedestre traumatizado em colisão com trem [comboio] ou um veículo ferroviário
Pedestre traumatizado em um acidente de transporte (V01-V09),Pedestre traumatizado em colisão com outro veículo não-motorizado
Pedestre traumatizado em um acidente de transporte (V01-V09),Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
Ciclista traumatizado em um acidente de transporte (V10-V19),Ciclista traumatizado em colisão com um pedestre ou um animal
Ciclista traumatizado em um acidente de transporte (V10-V19),Ciclista traumatizado em colisão com outro veículo a pedal
Ciclista traumatizado em um acidente de transporte (V10-V19),Ciclista traumatizado em colisão com um veículo a motor de duas ou três rodas
Ciclista traumatizado em um acidente de transporte (V10-V19),"Ciclista traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete"
Ciclista traumatizado em um acidente de transporte (V10-V19),Ciclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus
Ciclista traumatizado em um acidente de transporte (V10-V19),Ciclista traumatizado em colisão com um trem ou um veículo ferroviário
Ciclista traumatizado em um acidente de transporte (V10-V19),Ciclista traumatizado em colisão com outro veículo não-motorizado
Ciclista traumatizado em um acidente de transporte (V10-V19),Ciclista traumatizado em colisão com um objeto fixo ou parado
Ciclista traumatizado em um acidente de transporte (V10-V19),Ciclista traumatizado em um acidente de transporte sem colisão
Ciclista traumatizado em um acidente de transporte (V10-V19),Ciclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
Motociclista traumatizado em um acidente de transporte (V20-V29),Motociclista traumatizado em colisão com um pedestre ou um animal
Motociclista traumatizado em um acidente de transporte (V20-V29),Motociclista traumatizado em colisão com um veículo a pedal
Motociclista traumatizado em um acidente de transporte (V20-V29),Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
Motociclista traumatizado em um acidente de transporte (V20-V29),"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
Motociclista traumatizado em um acidente de transporte (V20-V29),Motociclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus
Motociclista traumatizado em um acidente de transporte (V20-V29),Motociclista traumatizado em colisão com um trem ou um veículo ferroviário
Motociclista traumatizado em um acidente de transporte (V20-V29),Motociclista traumatizado em colisão com outro veículo não-motorizado
Motociclista traumatizado em um acidente de transporte (V20-V29),Motociclista traumatizado em colisão com um objeto fixo ou parado
Motociclista traumatizado em um acidente de transporte (V20-V29),Motociclista traumatizado em um acidente de transporte sem colisão
Motociclista traumatizado em um acidente de transporte (V20-V29),Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
Ocupante de triciclo motorizado traumatizado em um acidente de transporte (V30-V39),Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal
Ocupante de triciclo motorizado traumatizado em um acidente de transporte (V30-V39),Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal
Ocupante de triciclo motorizado traumatizado em um acidente de transporte (V30-V39),Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas
Ocupante de triciclo motorizado traumatizado em um acidente de transporte (V30-V39),"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete"
Ocupante de triciclo motorizado traumatizado em um acidente de transporte (V30-V39),Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus
Ocupante de triciclo motorizado traumatizado em um acidente de transporte (V30-V39),Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário
Ocupante de triciclo motorizado traumatizado em um acidente de transporte (V30-V39),Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado
Ocupante de triciclo motorizado traumatizado em um acidente de transporte (V30-V39),Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado
Ocupante de triciclo motorizado traumatizado em um acidente de transporte (V30-V39),Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão
Ocupante de triciclo motorizado traumatizado em um acidente de transporte (V30-V39),Ocupante de um triciclo motorizado traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
Ocupante de um automóvel traumatizado em um acidente de transporte (V40-V49),Ocupante de um automóvel [carro] traumatizado em colisão com um pedestre ou um animal
Ocupante de um automóvel traumatizado em um acidente de transporte (V40-V49),Ocupante de um automóvel [carro] traumatizado em colisão com um veículo a pedal
Ocupante de um automóvel traumatizado em um acidente de transporte (V40-V49),Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo a motor de duas ou três rodas
Ocupante de um automóvel traumatizado em um acidente de transporte (V40-V49),"Ocupante de um automóvel [carro] traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
Ocupante de um automóvel traumatizado em um acidente de transporte (V40-V49),Ocupante de um automóvel [carro] traumatizado em colisão com um veículo de transporte pesado ou um ônibus
Ocupante de um automóvel traumatizado em um acidente de transporte (V40-V49),Ocupante de um automóvel [carro] traumatizado em colisão com um trem [comboio] ou um veículo ferroviário
Ocupante de um automóvel traumatizado em um acidente de transporte (V40-V49),Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo não-motorizado
Ocupante de um automóvel traumatizado em um acidente de transporte (V40-V49),Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado
Ocupante de um automóvel traumatizado em um acidente de transporte (V40-V49),Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão
Ocupante de um automóvel traumatizado em um acidente de transporte (V40-V49),Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
Ocupante de uma caminhonete traumatizado em um acidente de transporte (V50-V59),Ocupante de uma caminhonete traumatizado em colisão com um pedestre ou um animal
Ocupante de uma caminhonete traumatizado em um acidente de transporte (V50-V59),Ocupante de uma caminhonete traumatizado em colisão com um veículo a pedal
Ocupante de uma caminhonete traumatizado em um acidente de transporte (V50-V59),Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas
Ocupante de uma caminhonete traumatizado em um acidente de transporte (V50-V59),Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete
Ocupante de uma caminhonete traumatizado em um acidente de transporte (V50-V59),Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus
Ocupante de uma caminhonete traumatizado em um acidente de transporte (V50-V59),Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário
Ocupante de uma caminhonete traumatizado em um acidente de transporte (V50-V59),Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado
Ocupante de uma caminhonete traumatizado em um acidente de transporte (V50-V59),Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado
Ocupante de uma caminhonete traumatizado em um acidente de transporte (V50-V59),Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão
Ocupante de uma caminhonete traumatizado em um acidente de transporte (V50-V59),Ocupante de uma caminhonete traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
Acidentes de transporte (V01-V99),Pedestre traumatizado em colisão com um veículo a pedal
Acidentes de transporte (V01-V99),Pedestre traumatizado em colisão com um veículo a motor de duas ou três rodas
Acidentes de transporte (V01-V99),"Pedestre traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
Acidentes de transporte (V01-V99),Pedestre traumatizado em colisão com um veículo de transporte pesado ou com um ônibus
Acidentes de transporte (V01-V99),Pedestre traumatizado em colisão com trem [comboio] ou um veículo ferroviário
Acidentes de transporte (V01-V99),Pedestre traumatizado em colisão com outro veículo não-motorizado
Acidentes de transporte (V01-V99),Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
Acidentes de transporte (V01-V99),Ciclista traumatizado em colisão com um pedestre ou um animal
Acidentes de transporte (V01-V99),Ciclista traumatizado em colisão com outro veículo a pedal
Acidentes de transporte (V01-V99),Ciclista traumatizado em colisão com um veículo a motor de duas ou três rodas
Acidentes de transporte (V01-V99),"Ciclista traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete"
Acidentes de transporte (V01-V99),Ciclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus
Acidentes de transporte (V01-V99),Ciclista traumatizado em colisão com um trem ou um veículo ferroviário
Acidentes de transporte (V01-V99),Ciclista traumatizado em colisão com outro veículo não-motorizado
Acidentes de transporte (V01-V99),Ciclista traumatizado em colisão com um objeto fixo ou parado
Acidentes de transporte (V01-V99),Ciclista traumatizado em um acidente de transporte sem colisão
Acidentes de transporte (V01-V99),Ciclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
Acidentes de transporte (V01-V99),Motociclista traumatizado em colisão com um pedestre ou um animal
Acidentes de transporte (V01-V99),Motociclista traumatizado em colisão com um veículo a pedal
Acidentes de transporte (V01-V99),Motociclista traumatizado em colisão com um veículo a motor de duas ou três rodas
Acidentes de transporte (V01-V99),"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
Acidentes de transporte (V01-V99),Motociclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus
Acidentes de transporte (V01-V99),Motociclista traumatizado em colisão com um trem ou um veículo ferroviário
Acidentes de transporte (V01-V99),Motociclista traumatizado em colisão com outro veículo não-motorizado
Acidentes de transporte (V01-V99),Motociclista traumatizado em colisão com um objeto fixo ou parado
Acidentes de transporte (V01-V99),Motociclista traumatizado em um acidente de transporte sem colisão
Acidentes de transporte (V01-V99),Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
Acidentes de transporte (V01-V99),Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal
Acidentes de transporte (V01-V99),Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal
Acidentes de transporte (V01-V99),Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas
Acidentes de transporte (V01-V99),"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete"
Acidentes de transporte (V01-V99),Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus
Acidentes de transporte (V01-V99),Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário
Acidentes de transporte (V01-V99),Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado
Acidentes de transporte (V01-V99),Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado
Acidentes de transporte (V01-V99),Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão
Acidentes de transporte (V01-V99),Ocupante de um triciclo motorizado traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
Acidentes de transporte (V01-V99),Ocupante de um automóvel [carro] traumatizado em colisão com um pedestre ou um animal
Acidentes de transporte (V01-V99),Ocupante de um automóvel [carro] traumatizado em colisão com um veículo a pedal
Acidentes de transporte (V01-V99),Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo a motor de duas ou três rodas
Acidentes de transporte (V01-V99),"Ocupante de um automóvel [carro] traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
Acidentes de transporte (V01-V99),Ocupante de um automóvel [carro] traumatizado em colisão com um veículo de transporte pesado ou um ônibus
Acidentes de transporte (V01-V99),Ocupante de um automóvel [carro] traumatizado em colisão com um trem [comboio] ou um veículo ferroviário
Acidentes de transporte (V01-V99),Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo não-motorizado
Acidentes de transporte (V01-V99),Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado
Acidentes de transporte (V01-V99),Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão
Acidentes de transporte (V01-V99),Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados
Acidentes de transporte (V01-V99),Ocupante de uma caminhonete traumatizado em colisão com um pedestre ou um animal
Acidentes de transporte (V01-V99),Ocupante de uma caminhonete traumatizado em colisão com um veículo a pedal
Acidentes de transporte (V01-V99),Ocupante de uma caminhonete traumatizado em colisão com veículo a motor de duas ou três rodas
Acidentes de transporte (V01-V99),Ocupante de uma caminhonete traumatizado em colisão com um automóvel [carro] ou uma caminhonete
Acidentes de transporte (V01-V99),Ocupante de uma caminhonete traumatizado em colisão com um veículo de transporte pesado ou um ônibus
Acidentes de transporte (V01-V99),Ocupante de uma caminhonete traumatizado em colisão com um trem [comboio] ou veículo ferroviário
Acidentes de transporte (V01-V99),Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado
Acidentes de transporte (V01-V99),Ocupante de uma caminhonete traumatizado em colisão com um objeto fixo ou parado
Acidentes de transporte (V01-V99),Ocupante de uma caminhonete traumatizado em um acidente de transporte sem colisão
Acidentes de transporte (V01-V99),Ocupante de uma caminhonete traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
Ocupante de triciclo motorizado traumatizado em um acidente de transporte (V30-V39),Ocupante de um triciclo motorizado traumatizado em colisão com um pedestre ou um animal
Ocupante de triciclo motorizado traumatizado em um acidente de transporte (V30-V39),Ocupante de um triciclo motorizado traumatizado em colisão com um veículo a pedal
Ocupante de triciclo motorizado traumatizado em um acidente de transporte (V30-V39),Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo a motor de duas ou três rodas
Ocupante de triciclo motorizado traumatizado em um acidente de transporte (V30-V39),"Ocupante de um triciclo motorizado traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete"
Ocupante de triciclo motorizado traumatizado em um acidente de transporte (V30-V39),Ocupante de um triciclo motorizado traumatizado em colisão com um veículo de transporte pesado ou um ônibus
Ocupante de triciclo motorizado traumatizado em um acidente de transporte (V30-V39),Ocupante de um triciclo motorizado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário
Ocupante de triciclo motorizado traumatizado em um acidente de transporte (V30-V39),Ocupante de um triciclo motorizado traumatizado em colisão com outro veículo não-motorizado
Ocupante de triciclo motorizado traumatizado em um acidente de transporte (V30-V39),Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado
Ocupante de triciclo motorizado traumatizado em um acidente de transporte (V30-V39),Ocupante de um triciclo motorizado traumatizado em um acidente de transporte sem colisão
Ocupante de triciclo motorizado traumatizado em um acidente de transporte (V30-V39),Ocupante de um triciclo motorizado traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte (V60-V69),Ocupante de um veículo de transporte pesado traumatizado em colisão com um pedestre ou um animal
Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte (V60-V69),Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a pedal
Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte (V60-V69),Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a motor de duas ou três rodas
Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte (V60-V69),Ocupante de um veículo de transporte pesado traumatizado em colisão com um automóvel [carro] ou uma caminhonete
Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte (V60-V69),Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo de transporte pesado ou um ônibus
Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte (V60-V69),Ocupante de um veículo de transporte pesado traumatizado em colisão com um trem [comboio] ou um veículo ferroviário
Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte (V60-V69),Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo não-motorizado
Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte (V60-V69),Ocupante de um veículo de transporte pesado traumatizado em colisão com um objeto fixo ou parado
Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte (V60-V69),Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte sem colisão
Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte (V60-V69),Ocupante de um veículo de transporte pesado traumatizado em outros acidentes de transporte não especificados
Ocupante de um ônibus traumatizado em um acidente de transporte (V70-V79),Ocupante de um ônibus traumatizado em colisão com um pedestre ou um animal
Ocupante de um ônibus traumatizado em um acidente de transporte (V70-V79),Ocupante de um ônibus traumatizado em colisão com um veículo a pedal
Ocupante de um ônibus traumatizado em um acidente de transporte (V70-V79),Ocupante de um ônibus traumatizado em colisão com um outro veículo a motor de duas ou três rodas
Ocupante de um ônibus traumatizado em um acidente de transporte (V70-V79),Ocupante de um ônibus traumatizado em colisão com um automóvel [carro] ou uma caminhonete
Ocupante de um ônibus traumatizado em um acidente de transporte (V70-V79),Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus
Ocupante de um ônibus traumatizado em um acidente de transporte (V70-V79),Ocupante de um ônibus traumatizado em colisão com um trem [comboio] ou um veículo ferroviário
Ocupante de um ônibus traumatizado em um acidente de transporte (V70-V79),Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado
Ocupante de um ônibus traumatizado em um acidente de transporte (V70-V79),Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado
Ocupante de um ônibus traumatizado em um acidente de transporte (V70-V79),Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão
Ocupante de um ônibus traumatizado em um acidente de transporte (V70-V79),Ocupante de um ônibus traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
Outros acidentes de transporte terrestre (V80-V89),Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em um acidente de transporte
Outros acidentes de transporte terrestre (V80-V89),Ocupante de um trem [comboio] ou um veículo ferroviário traumatizado em um acidente de transporte
Outros acidentes de transporte terrestre (V80-V89),Ocupante de um bonde [carro elétrico] traumatizado em um acidente de transporte
Outros acidentes de transporte terrestre (V80-V89),Ocupante de um veículo especial a motor usado principalmente em áreas industriais traumatizado em um acidente de transporte
Outros acidentes de transporte terrestre (V80-V89),Ocupante de um veículo especial a motor de uso essencialmente agrícola traumatizado em um acidente de transporte
Outros acidentes de transporte terrestre (V80-V89),Ocupante de um veículo a motor especial de construções traumatizado em um acidente de transporte
Outros acidentes de transporte terrestre (V80-V89),"Ocupante de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública, traumatizado em um acidente de transporte"
Outros acidentes de transporte terrestre (V80-V89),"Acidente de trânsito de tipo especificado, mas sendo desconhecido o modo de transporte da vítima"
Outros acidentes de transporte terrestre (V80-V89),"Acidente não-de-trânsito de tipo especificado, mas sendo desconhecido o modo de transporte da vítima"
Outros acidentes de transporte terrestre (V80-V89),"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
Acidentes de transporte por água (V90-V94),Acidente com embarcação causando afogamento e submersão
Acidentes de transporte por água (V90-V94),Acidente com embarcação causando outro tipo de traumatismo
Acidentes de transporte por água (V90-V94),Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação
Acidentes de transporte por água (V90-V94),"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão"
Acidentes de transporte por água (V90-V94),Outros acidentes de transporte por água e os não especificados
Acidentes de transporte aéreo e espacial (V95-V97),Acidente de aeronave a motor causando traumatismo ao ocupante
Acidentes de transporte aéreo e espacial (V95-V97),Acidente de uma aeronave sem motor causando traumatismo a ocupante
Acidentes de transporte aéreo e espacial (V95-V97),Outros acidentes especificados de transporte aéreo
Outros acidentes de transporte e os não especificados (V98-V99),Outros acidentes de transporte especificados
Outros acidentes de transporte e os não especificados (V98-V99),Acidente de transporte não especificado
Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte (V60-V69),Ocupante de um veículo de transporte pesado traumatizado em colisão com um pedestre ou um animal
Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte (V60-V69),Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a pedal
Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte (V60-V69),Ocupante de um veículo de transporte pesado traumatizado em colisão com um veículo a motor de duas ou três rodas
