Classe,DESCRICAO
Contato com outros metais quentes,"Contato com outros metais quentes - escolas, outras instituições e áreas de administração pública"
Contato com outros metais quentes,Contato com outros metais quentes - área para a prática de esportes e atletismo
Contato com outros metais quentes,Contato com outros metais quentes - rua e estrada
Contato com outros metais quentes,Contato com outros metais quentes - áreas de comércio e de serviços
Contato com outros metais quentes,Contato com outros metais quentes - áreas industriais e em construção
Contato com outros metais quentes,Contato com outros metais quentes - fazenda
Contato com outros metais quentes,Contato com outros metais quentes - outros locais especificados
Contato com outros metais quentes,Contato com outros metais quentes - local não especificado
Contato com outras fontes de calor ou com substâncias quentes não especificados,Contato com outras fontes de calor ou com substâncias quentes não especificados - residência
Contato com outras fontes de calor ou com substâncias quentes não especificados,Contato com outras fontes de calor ou com substâncias quentes não especificados - habitação coletiva
Contato com outras fontes de calor ou com substâncias quentes não especificados,"Contato com outras fontes de calor ou com substâncias quentes não especificados - escolas, outras instituições e áreas de administração pública"
Contato com outras fontes de calor ou com substâncias quentes não especificados,Contato com outras fontes de calor ou com substâncias quentes não especificados - área para a prática de esportes e atletismo
Contato com outras fontes de calor ou com substâncias quentes não especificados,Contato com outras fontes de calor ou com substâncias quentes não especificados - rua e estrada
Contato com outras fontes de calor ou com substâncias quentes não especificados,Contato com outras fontes de calor ou com substâncias quentes não especificados - áreas de comércio e de serviços
Contato com outras fontes de calor ou com substâncias quentes não especificados,Contato com outras fontes de calor ou com substâncias quentes não especificados - áreas industriais e em construção
Contato com outras fontes de calor ou com substâncias quentes não especificados,Contato com outras fontes de calor ou com substâncias quentes não especificados - fazenda
Contato com outras fontes de calor ou com substâncias quentes não especificados,Contato com outras fontes de calor ou com substâncias quentes não especificados - outros locais especificados
Contato com outras fontes de calor ou com substâncias quentes não especificados,Contato com outras fontes de calor ou com substâncias quentes não especificados - local não especificado
Contato com serpentes e lagartos venenosos,Contato com serpentes e lagartos venenosos - residência
Contato com serpentes e lagartos venenosos,Contato com serpentes e lagartos venenosos - habitação coletiva
Contato com serpentes e lagartos venenosos,"Contato com serpentes e lagartos venenosos - escolas, outras instituições e áreas de administração pública"
Contato com serpentes e lagartos venenosos,Contato com serpentes e lagartos venenosos - área para a prática de esportes e atletismo
Contato com serpentes e lagartos venenosos,Contato com serpentes e lagartos venenosos - rua e estrada
Contato com serpentes e lagartos venenosos,Contato com serpentes e lagartos venenosos - áreas de comércio e de serviços
Contato com serpentes e lagartos venenosos,Contato com serpentes e lagartos venenosos - áreas industriais e em construção
Contato com serpentes e lagartos venenosos,Contato com serpentes e lagartos venenosos - fazenda
Contato com serpentes e lagartos venenosos,Contato com serpentes e lagartos venenosos - outros locais especificados
Contato com serpentes e lagartos venenosos,Contato com serpentes e lagartos venenosos - local não especificado
Contato com aranhas venenosas,Contato com aranhas venenosas - residência
Contato com aranhas venenosas,Contato com aranhas venenosas - habitação coletiva
Contato com aranhas venenosas,"Contato com aranhas venenosas - escolas, outras instituições e áreas de administração pública"
Contato com aranhas venenosas,Contato com aranhas venenosas - área para a prática de esportes e atletismo
Contato com aranhas venenosas,Contato com aranhas venenosas - rua e estrada
Contato com aranhas venenosas,Contato com aranhas venenosas - áreas de comércio e de serviços
Contato com aranhas venenosas,Contato com aranhas venenosas - áreas industriais e em construção
Contato com aranhas venenosas,Contato com aranhas venenosas - fazenda
Contato com aranhas venenosas,Contato com aranhas venenosas - outros locais especificados
Contato com aranhas venenosas,Contato com aranhas venenosas - local não especificado
Contato com escorpiões,Contato com escorpiões - residência
Contato com escorpiões,Contato com escorpiões - habitação coletiva
Contato com escorpiões,"Contato com escorpiões - escolas, outras instituições e áreas de administração pública"
Contato com escorpiões,Contato com escorpiões - área para a prática de esportes e atletismo
Contato com escorpiões,Contato com escorpiões - rua e estrada
Contato com escorpiões,Contato com escorpiões - áreas de comércio e de serviços
Contato com escorpiões,Contato com escorpiões - áreas industriais e em construção
Contato com escorpiões,Contato com escorpiões - fazenda
Contato com escorpiões,Contato com escorpiões - outros locais especificados
Contato com escorpiões,Contato com escorpiões - local não especificado
"Contato com abelhas, vespas e vespões","Contato com abelhas, vespas e vespões - residência"
"Contato com abelhas, vespas e vespões","Contato com abelhas, vespas e vespões - habitação coletiva"
"Contato com abelhas, vespas e vespões","Contato com abelhas, vespas e vespões - escolas, outras instituições e áreas de administração pública"
"Contato com abelhas, vespas e vespões","Contato com abelhas, vespas e vespões - área para a prática de esportes e atletismo"
"Contato com abelhas, vespas e vespões","Contato com abelhas, vespas e vespões - rua e estrada"
"Contato com abelhas, vespas e vespões","Contato com abelhas, vespas e vespões - áreas de comércio e de serviços"
"Contato com abelhas, vespas e vespões","Contato com abelhas, vespas e vespões - áreas industriais e em construção"
"Contato com abelhas, vespas e vespões","Contato com abelhas, vespas e vespões - fazenda"
"Contato com abelhas, vespas e vespões","Contato com abelhas, vespas e vespões - outros locais especificados"
"Contato com abelhas, vespas e vespões","Contato com abelhas, vespas e vespões - local não especificado"
Contato com centopéias e miriápodes venenosas (tropicais),Contato com centopéias e miriápodes venenosas (tropicais) - residência
Contato com centopéias e miriápodes venenosas (tropicais),Contato com centopéias e miriápodes venenosas (tropicais) - habitação coletiva
Contato com centopéias e miriápodes venenosas (tropicais),"Contato com centopéias e miriápodes venenosas (tropicais) - escolas, outras instituições e áreas de administração pública"
Contato com centopéias e miriápodes venenosas (tropicais),Contato com centopéias e miriápodes venenosas (tropicais) - área para a prática de esportes e atletismo
Contato com centopéias e miriápodes venenosas (tropicais),Contato com centopéias e miriápodes venenosas (tropicais) - rua e estrada
Contato com centopéias e miriápodes venenosas (tropicais),Contato com centopéias e miriápodes venenosas (tropicais) - áreas de comércio e de serviços
Contato com centopéias e miriápodes venenosas (tropicais),Contato com centopéias e miriápodes venenosas (tropicais) - áreas industriais e em construção
Contato com centopéias e miriápodes venenosas (tropicais),Contato com centopéias e miriápodes venenosas (tropicais) - fazenda
Contato com centopéias e miriápodes venenosas (tropicais),Contato com centopéias e miriápodes venenosas (tropicais) - outros locais especificados
Contato com centopéias e miriápodes venenosas (tropicais),Contato com centopéias e miriápodes venenosas (tropicais) - local não especificado
Contato com outros artrópodes venenosos,Contato com outros artrópodes venenosos - residência
Contato com outros artrópodes venenosos,Contato com outros artrópodes venenosos - habitação coletiva
Contato com outros artrópodes venenosos,"Contato com outros artrópodes venenosos - escolas, outras instituições e áreas de administração pública"
Contato com outros artrópodes venenosos,Contato com outros artrópodes venenosos - área para a prática de esportes e atletismo
Contato com outros artrópodes venenosos,Contato com outros artrópodes venenosos - rua e estrada
Contato com outros artrópodes venenosos,Contato com outros artrópodes venenosos - áreas de comércio e de serviços
Contato com outros artrópodes venenosos,Contato com outros artrópodes venenosos - áreas industriais e em construção
Contato com outros artrópodes venenosos,Contato com outros artrópodes venenosos - fazenda
Contato com outros artrópodes venenosos,Contato com outros artrópodes venenosos - outros locais especificados
Contato com outros artrópodes venenosos,Contato com outros artrópodes venenosos - local não especificado
Contato com animais e plantas marinhos venenosos,Contato com animais e plantas marinhos venenosos - residência
Contato com animais e plantas marinhos venenosos,Contato com animais e plantas marinhos venenosos - habitação coletiva
Contato com animais e plantas marinhos venenosos,"Contato com animais e plantas marinhos venenosos - escolas, outras instituições e áreas de administração pública"
Contato com animais e plantas marinhos venenosos,Contato com animais e plantas marinhos venenosos - área para a prática de esportes e atletismo
Contato com animais e plantas marinhos venenosos,Contato com animais e plantas marinhos venenosos - rua e estrada
Contato com animais e plantas marinhos venenosos,Contato com animais e plantas marinhos venenosos - áreas de comércio e de serviços
Contato com animais e plantas marinhos venenosos,Contato com animais e plantas marinhos venenosos - áreas industriais e em construção
Contato com animais e plantas marinhos venenosos,Contato com animais e plantas marinhos venenosos - fazenda
Contato com animais e plantas marinhos venenosos,Contato com animais e plantas marinhos venenosos - outros locais especificados
Contato com animais e plantas marinhos venenosos,Contato com animais e plantas marinhos venenosos - local não especificado
Contato com outros animais venenosos especificados,Contato com outros animais venenosos especificados - residência
Contato com outros animais venenosos especificados,Contato com outros animais venenosos especificados - habitação coletiva
Contato com outros animais venenosos especificados,"Contato com outros animais venenosos especificados - escolas, outras instituições e áreas de administração pública"
Contato com outros animais venenosos especificados,Contato com outros animais venenosos especificados - área para a prática de esportes e atletismo
Contato com outros animais venenosos especificados,Contato com outros animais venenosos especificados - rua e estrada
Contato com outros animais venenosos especificados,Contato com outros animais venenosos especificados - áreas de comércio e de serviços
Contato com outros animais venenosos especificados,Contato com outros animais venenosos especificados - áreas industriais e em construção
Contato com outros animais venenosos especificados,Contato com outros animais venenosos especificados - fazenda
Contato com outros animais venenosos especificados,Contato com outros animais venenosos especificados - outros locais especificados
Contato com outros animais venenosos especificados,Contato com outros animais venenosos especificados - local não especificado
Contato com outras plantas venenosas especificadas,Contato com outras plantas venenosas especificadas - residência
Contato com outras plantas venenosas especificadas,Contato com outras plantas venenosas especificadas - habitação coletiva
Contato com outras plantas venenosas especificadas,"Contato com outras plantas venenosas especificadas - escolas, outras instituições e áreas de administração pública"
Contato com outras plantas venenosas especificadas,Contato com outras plantas venenosas especificadas - área para a prática de esportes e atletismo
Contato com outras plantas venenosas especificadas,Contato com outras plantas venenosas especificadas - rua e estrada
Contato com outras plantas venenosas especificadas,Contato com outras plantas venenosas especificadas - áreas de comércio e de serviços
Contato com outras plantas venenosas especificadas,Contato com outras plantas venenosas especificadas - áreas industriais e em construção
Contato com outras plantas venenosas especificadas,Contato com outras plantas venenosas especificadas - fazenda
Contato com outras plantas venenosas especificadas,Contato com outras plantas venenosas especificadas - outros locais especificados
Contato com outras plantas venenosas especificadas,Contato com outras plantas venenosas especificadas - local não especificado
"Contato com animais ou plantas venenosos, sem especificação","Contato com animais ou plantas venenosos, sem especificação - residência"
"Contato com animais ou plantas venenosos, sem especificação","Contato com animais ou plantas venenosos, sem especificação - habitação coletiva"
"Contato com animais ou plantas venenosos, sem especificação","Contato com animais ou plantas venenosos, sem especificação - escolas, outras instituições e áreas de administração pública"
"Contato com animais ou plantas venenosos, sem especificação","Contato com animais ou plantas venenosos, sem especificação - área para a prática de esportes e atletismo"
"Contato com animais ou plantas venenosos, sem especificação","Contato com animais ou plantas venenosos, sem especificação - rua e estrada"
"Contato com animais ou plantas venenosos, sem especificação","Contato com animais ou plantas venenosos, sem especificação - áreas de comércio e de serviços"
"Contato com animais ou plantas venenosos, sem especificação","Contato com animais ou plantas venenosos, sem especificação - áreas industriais e em construção"
"Contato com animais ou plantas venenosos, sem especificação","Contato com animais ou plantas venenosos, sem especificação - fazenda"
"Contato com animais ou plantas venenosos, sem especificação","Contato com animais ou plantas venenosos, sem especificação - outros locais especificados"
"Contato com animais ou plantas venenosos, sem especificação","Contato com animais ou plantas venenosos, sem especificação - local não especificado"
Exposição a calor natural excessivo,Exposição a calor natural excessivo - residência
Exposição a calor natural excessivo,Exposição a calor natural excessivo - habitação coletiva
Exposição a calor natural excessivo,"Exposição a calor natural excessivo - escolas, outras instituições e áreas de administração pública"
Exposição a calor natural excessivo,Exposição a calor natural excessivo - área para a prática de esportes e atletismo
Exposição a calor natural excessivo,Exposição a calor natural excessivo - rua e estrada
Exposição a calor natural excessivo,Exposição a calor natural excessivo - áreas de comércio e de serviços
Exposição a calor natural excessivo,Exposição a calor natural excessivo - áreas industriais e em construção
Exposição a calor natural excessivo,Exposição a calor natural excessivo - fazenda
Exposição a calor natural excessivo,Exposição a calor natural excessivo - outros locais especificados
Exposição a calor natural excessivo,Exposição a calor natural excessivo - local não especificado
Exposição a frio natural excessivo,Exposição a frio natural excessivo - residência
Exposição a frio natural excessivo,Exposição a frio natural excessivo - habitação coletiva
Exposição a frio natural excessivo,"Exposição a frio natural excessivo - escolas, outras instituições e áreas de administração pública"
Exposição a frio natural excessivo,Exposição a frio natural excessivo - área para a prática de esportes e atletismo
Exposição a frio natural excessivo,Exposição a frio natural excessivo - rua e estrada
Exposição a frio natural excessivo,Exposição a frio natural excessivo - áreas de comércio e de serviços
Exposição a frio natural excessivo,Exposição a frio natural excessivo - áreas industriais e em construção
Exposição a frio natural excessivo,Exposição a frio natural excessivo - fazenda
Exposição a frio natural excessivo,Exposição a frio natural excessivo - outros locais especificados
Exposição a frio natural excessivo,Exposição a frio natural excessivo - local não especificado
Exposição à luz solar,Exposição à luz solar - residência
Exposição à luz solar,Exposição à luz solar - habitação coletiva
Exposição à luz solar,"Exposição à luz solar - escolas, outras instituições e áreas de administração pública"
Exposição à luz solar,Exposição à luz solar - área para a prática de esportes e atletismo
Exposição à luz solar,Exposição à luz solar - rua e estrada
Exposição à luz solar,Exposição à luz solar - áreas de comércio e de serviços
Exposição à luz solar,Exposição à luz solar - áreas industriais e em construção
Exposição à luz solar,Exposição à luz solar - fazenda
Exposição à luz solar,Exposição à luz solar - outros locais especificados
Exposição à luz solar,Exposição à luz solar - local não especificado
Vítima de raio,Vítima de raio - residência
Vítima de raio,Vítima de raio - habitação coletiva
Vítima de raio,"Vítima de raio - escolas, outras instituições e áreas de administração pública"
Vítima de raio,Vítima de raio - área para a prática de esportes e atletismo
Vítima de raio,Vítima de raio - rua e estrada
Vítima de raio,Vítima de raio - áreas de comércio e de serviços
Vítima de raio,Vítima de raio - áreas industriais e em construção
Vítima de raio,Vítima de raio - fazenda
Vítima de raio,Vítima de raio - outros locais especificados
Vítima de raio,Vítima de raio - local não especificado
Vítima de terremoto,Vítima de terremoto - residência
Vítima de terremoto,Vítima de terremoto - habitação coletiva
Vítima de terremoto,"Vítima de terremoto - escolas, outras instituições e áreas de administração pública"
Vítima de terremoto,Vítima de terremoto - área para a prática de esportes e atletismo
Vítima de terremoto,Vítima de terremoto - rua e estrada
Vítima de terremoto,Vítima de terremoto - áreas de comércio e de serviços
Vítima de terremoto,Vítima de terremoto - áreas industriais e em construção
Vítima de terremoto,Vítima de terremoto - fazenda
Vítima de terremoto,Vítima de terremoto - outros locais especificados
Vítima de terremoto,Vítima de terremoto - local não especificado
Vítima de erupção vulcânica,Vítima de erupção vulcânica - residência
Vítima de erupção vulcânica,Vítima de erupção vulcânica - habitação coletiva
Vítima de erupção vulcânica,"Vítima de erupção vulcânica - escolas, outras instituições e áreas de administração pública"
Vítima de erupção vulcânica,Vítima de erupção vulcânica - área para a prática de esportes e atletismo
Vítima de erupção vulcânica,Vítima de erupção vulcânica - rua e estrada
Vítima de erupção vulcânica,Vítima de erupção vulcânica - áreas de comércio e de serviços
Vítima de erupção vulcânica,Vítima de erupção vulcânica - áreas industriais e em construção
Vítima de erupção vulcânica,Vítima de erupção vulcânica - fazenda
Vítima de erupção vulcânica,Vítima de erupção vulcânica - outros locais especificados
Vítima de erupção vulcânica,Vítima de erupção vulcânica - local não especificado
"Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre","Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - residência"
"Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre","Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - habitação coletiva"
"Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre","Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - escolas, outras instituições e áreas de administração pública"
"Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre","Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - área para a prática de esportes e atletismo"
"Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre","Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - rua e estrada"
"Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre","Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - áreas de comércio e de serviços"
"Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre","Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - áreas industriais e em construção"
"Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre","Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - fazenda"
"Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre","Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - outros locais especificados"
"Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre","Vítima de avalanche, desabamento de terra e outros movimentos da superfície terrestre - local não especificado"
Vítima de tempestade cataclísmica,Vítima de tempestade cataclísmica - residência
Vítima de tempestade cataclísmica,Vítima de tempestade cataclísmica - habitação coletiva
Vítima de tempestade cataclísmica,"Vítima de tempestade cataclísmica - escolas, outras instituições e áreas de administração pública"
Vítima de tempestade cataclísmica,Vítima de tempestade cataclísmica - área para a prática de esportes e atletismo
Vítima de tempestade cataclísmica,Vítima de tempestade cataclísmica - rua e estrada
Vítima de tempestade cataclísmica,Vítima de tempestade cataclísmica - áreas de comércio e de serviços
Vítima de tempestade cataclísmica,Vítima de tempestade cataclísmica - áreas industriais e em construção
Vítima de tempestade cataclísmica,Vítima de tempestade cataclísmica - fazenda
Vítima de tempestade cataclísmica,Vítima de tempestade cataclísmica - outros locais especificados
Vítima de tempestade cataclísmica,Vítima de tempestade cataclísmica - local não especificado
Vítima de inundação,Vítima de inundação - residência
Vítima de inundação,Vítima de inundação - habitação coletiva
Vítima de inundação,"Vítima de inundação - escolas, outras instituições e áreas de administração pública"
Vítima de inundação,Vítima de inundação - área para a prática de esportes e atletismo
Vítima de inundação,Vítima de inundação - rua e estrada
Vítima de inundação,Vítima de inundação - áreas de comércio e de serviços
Vítima de inundação,Vítima de inundação - áreas industriais e em construção
Vítima de inundação,Vítima de inundação - fazenda
Vítima de inundação,Vítima de inundação - outros locais especificados
Vítima de inundação,Vítima de inundação - local não especificado
Exposição a outras forças da natureza e às não especificadas,Exposição a outras forças da natureza e às não especificadas - residência
Exposição a outras forças da natureza e às não especificadas,Exposição a outras forças da natureza e às não especificadas - habitação coletiva
Exposição a outras forças da natureza e às não especificadas,"Exposição a outras forças da natureza e às não especificadas - escolas, outras instituições e áreas de administração pública"
Exposição a outras forças da natureza e às não especificadas,Exposição a outras forças da natureza e às não especificadas - área para a prática de esportes e atletismo
Exposição a outras forças da natureza e às não especificadas,Exposição a outras forças da natureza e às não especificadas - rua e estrada
Exposição a outras forças da natureza e às não especificadas,Exposição a outras forças da natureza e às não especificadas - áreas de comércio e de serviços
Exposição a outras forças da natureza e às não especificadas,Exposição a outras forças da natureza e às não especificadas - áreas industriais e em construção
Exposição a outras forças da natureza e às não especificadas,Exposição a outras forças da natureza e às não especificadas - fazenda
Exposição a outras forças da natureza e às não especificadas,Exposição a outras forças da natureza e às não especificadas - outros locais especificados
Exposição a outras forças da natureza e às não especificadas,Exposição a outras forças da natureza e às não especificadas - local não especificado
"Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos","Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - residência"
"Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos","Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - habitação coletiva"
"Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos","Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - escolas, outras instituições e áreas de administração pública"
"Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos","Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - área para a prática de esportes e atletismo"
"Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos","Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - rua e estrada"
"Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos","Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - áreas de comércio e de serviços"
"Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos","Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - áreas industriais e em construção"
"Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos","Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - fazenda"
"Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos","Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - outros locais especificados"
"Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos","Envenenamento [intoxicação] acidental por e exposição a analgésicos, antipiréticos e anti-reumáticos, não-opiáceos - local não especificado"
"Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte","Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - residência"
"Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte","Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - habitação coletiva"
"Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte","Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - escolas, outras instituições e áreas de administração pública"
"Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte","Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - área para a prática de esportes e atletismo"
"Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte","Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - rua e estrada"
"Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte","Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - áreas de comércio e de serviços"
"Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte","Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - áreas industriais e em construção"
"Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte","Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - fazenda"
"Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte","Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - outros locais especificados"
"Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte","Envenenamento [intoxicação] acidental por e exposição a anticonvulsivantes [antiepilépticos], sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificadas em outra parte - local não especificado"
Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - residência
Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - habitação coletiva
Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,"Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - escolas, outras instituições e áreas de administração pública"
Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - área para a prática de esportes e atletismo
Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - rua e estrada
Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - áreas de comércio e de serviços
Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - áreas industriais e em construção
Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - fazenda
Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - outros locais especificados
Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte,Envenenamento [intoxicação] acidental por e exposição a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - local não especificado
Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - residência
Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - habitação coletiva
Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,"Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - escolas, outras instituições e áreas de administração pública"
Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - área para a prática de esportes e atletismo
Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo,Envenenamento [intoxicação] acidental por e exposição a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - rua e estrada
