relacao destino,termos relacionados
Anemia; célula falciforme,célula falciforme
Anemia; deficiência de ferro,deficiência de ferro
Anemia; hemolítica,hemolítica
Anemia; macrocítica,macrocítica
Anemia; Sideroblástica,Sideroblástica
Artrite; reumatóide juvenil,reumatóide juvenil
Carcinoma; célula de transição,célula de transição
Cardiomiopatia; restritiva,restritiva
Choque; séptico,séptico
Colangite; esclerosante,esclerosante
Diabetes insipidus; nefrogênico,nefrogênico
Diabetes mellitus; tipo 1,tipo 1
Doença granulomatosa; crônica,crônica
Doenças hepáticas; alcoólatras,alcoólatras
Doenças renais; Cystic,Cystic
Esforocitose; hereditária,hereditária
Glomerulonefrite; IgA,IgA
Glomerulonefrite; membranoproliferativo,membranoproliferativo
Glomerulosclerose; segmentar focal,segmentar focal
Hemoglobinúria; paroxística,paroxística
Hepatite B; crônica,crônica
Hipertensão; induzida pela gravidez,induzida pela gravidez
Hipertrofia; ventricular esquerdo,ventricular esquerdo
Hipofosfatemia; familiar,familiar
Influenza; humano,humano
Insuficiência hepática; aguda,aguda
Insuficiência renal; crônica,crônica
Leucemia-linfoma; células T adultas,células T adultas
Linfoma; células T.,células T.
Linfoma; células B.,células B.
Linfoma; folicular,folicular
Lúpus erytematoso; sistêmico,sistêmico
Necrólise epidérmica; tóxica,tóxica
Nefrite; hereditária,hereditária
Neoplasias; células germinativas e embrionário,células germinativas e embrionário
Paniculite; não substituta nodular,não substituta nodular
Protoporphyria; eritropoiética,eritropoiética
Rim policístico; autossômico dominante,autossômico dominante
Trombocitemia; essencial,essencial
Anemia; célula falciforme,célula falciforme
Carcinoma; pequena célula,pequena célula
Epilepsias mioclônicas; progressivas,progressivas
Hipóxia-isquemia; cérebro,cérebro
Leucoencefalite; hemorrágica aguda,hemorrágica aguda
Lúpus erytematoso; sistêmico,sistêmico
Metabolismo de metal; erros inatos,erros inatos
Neoplasias; induzidas por radiação,induzidas por radiação
Psicoses; induzidas por substâncias,induzidas por substâncias
Síndrome de desconforto respiratório; adulto,adulto
Aneurisma aórtico; abdominal,abdominal
Aneurisma; dissecando,dissecando
Ânus; imperforado,imperforado
Exostoses; múltiplos hereditários,múltiplos hereditários
Fraturas; fechadas,fechadas
Retardo mental; ligado ao X,ligado ao X
Aborto; espontâneo,espontâneo
Acidose; lática,lática
Acidose; tubular renal,tubular renal
Adenoma; célula hepática,célula hepática
Anão; hipófise,hipófise
Anemia; aplástica,aplástica
Anemia; célula falciforme,célula falciforme
Anemia; deficiência de ferro,deficiência de ferro
Anemia; hemolítica,hemolítica
Anemia; macrocítica,macrocítica
Anemia; megaloblástica,megaloblástica
Anemia; Sideroblástica,Sideroblástica
Aneurisma aórtico; abdominal,abdominal
Aneurisma aórtico; torácico,torácico
Aneurisma; dissecando,dissecando
Angioedemas; hereditários,hereditários
Anormalidades; induzidas por drogas,induzidas por drogas
Apreensões; febril,febril
Artrite; psoriática,psoriática
Artrite; reumatóide juvenil,reumatóide juvenil
Ataque isquêmico; transitório,transitório
Candidíase; oral,oral
Candidíase; vulvovaginal,vulvovaginal
Carcinoma; adenóide cístico,adenóide cístico
Carcinoma; célula basal,célula basal
Carcinoma; célula de transição,célula de transição
Carcinoma; célula escamosa,célula escamosa
Carcinoma; célula renal,célula renal
Carcinoma; ductal pancreático,ductal pancreático
Carcinoma; hepatocelular,hepatocelular
Carcinoma; medular,medular
Carcinoma; papilar,papilar
Carcinoma; pequena célula,pequena célula
Carcinoma; pulmão de células não pequenas,pulmão de células não pequenas
Choque; séptico,séptico
Cirrose hepática; biliar,biliar
Cistadenocarcinoma; seroso,seroso
Colangite; esclerosante,esclerosante
Colestase; intra-hepática,intra-hepática
Colite; ulcerosa,ulcerosa
Deformidades de membros; congênitas,congênitas
Dermatite; atópica,atópica
Dermatite; contato,contato
Dermatite; contato alérgico,contato alérgico
Disautonomia; familiar,familiar
Doença granulomatosa; crônica,crônica
Doenças cerebrais; metabólicas,metabólicas
Doenças de pele; vasculares,vasculares
Doenças genéticas; ligadas ao X,ligadas ao X
Doenças hepáticas; alcoólatras,alcoólatras
Doenças pulmonares; intersticiais,intersticiais
Doenças renais; Cystic,Cystic
Eliptocitose; hereditária,hereditária
Encefalite; herpes simplex,herpes simplex
Enterocolite; necrosante,necrosante
Epilepsia; generalizada,generalizada
Epilepsia; parcial complexo,parcial complexo
Epilepsia; tônica-clônica,tônica-clônica
Epilepsias; mioclônicas,mioclônicas
Epilepsias; parciais,parciais
Esclerose múltipla; recidiva-recorrente,recidiva-recorrente
Esforocitose; hereditária,hereditária
Espasmos; infantil,infantil
Espondilite; anquilosing,anquilosing
Estenose pilórica; hipertrófica,hipertrófica
Feridas; penetrando,penetrando
Fibromatose; abdominal,abdominal
Fibromatose; agressiva,agressiva
Fraturas; fechadas,fechadas
Fraturas; osso,osso
Hemoglobinúria; paroxística,paroxística
Hepatite B; crônica,crônica
Hepatite; autoimune,autoimune
Hérnia; diafragmática,diafragmática
Hérnia; inguinal,inguinal
Hérnia; umbilical,umbilical
Hiperbilirrubinemia; hereditária,hereditária
Hiperbilirrubinemia; neonatal,neonatal
Hipersensibilidade; imediata,imediata
Hipertensão; induzida pela gravidez,induzida pela gravidez
Hipertensão; portal,portal
Hipofosfatemia; familiar,familiar
Infecções de Salmonella; Animal,Animal
Infecções por mycobacterium; atípico,atípico
Influenza; humano,humano
Insensibilidade à dor; congênita,congênita
Insuficiência hepática; aguda,aguda
Insuficiência renal; crônica,crônica
Keratoderm; Palmopolntar,Palmopolntar
Leishmaniose; cutânea,cutânea
Leucemia-linfoma; células T adultas,células T adultas
Leucemia; células T.,células T.
Leucemia; linfóide,linfóide
Leucemia; mielóide,mielóide
Leucodystraphy; metacromático,metacromático
Leucoencefalite; hemorrágica aguda,hemorrágica aguda
Leucoencefalopatia; multifocal progressivo,multifocal progressivo
Leucoplasia; oral,oral
Linfo-histiocitose; hemofagocítica,hemofagocítica
Linfoma; células T.,células T.
Linfoma; células B.,células B.
Linfoma; folicular,folicular
Linfoma; não-Hodgkin,não-Hodgkin
Lúpus eritematoso; cutâneo,cutâneo
Lúpus erytematoso; sistêmico,sistêmico
Luxação do quadril; congênita,congênita
Melanoma; experimental,experimental
Membranas fetais; ruptura prematura,ruptura prematura
Metabolismo de aminoácidos; erros inatos,erros inatos
Metabolismo de carboidratos; erros inatos,erros inatos
Metabolismo de metal; erros inatos,erros inatos
Metabolismo lipídico; erros inatos,erros inatos
Necrólise epidérmica; tóxica,tóxica
Nefrite; intersticial,intersticial
Neoplasias de mama; homem,homem
Neoplasias genitais; feminino,feminino
Neoplasias; célula escamosa,célula escamosa
Neoplasias; células germinativas e embrionário,células germinativas e embrionário
Neoplasias; induzidas por radiação,induzidas por radiação
Neoplasias; segundo primário,segundo primário
Paniculite; não substituta nodular,não substituta nodular
Poliondocinopatias; autoimunes,autoimunes
Protoporphyria; eritropoiética,eritropoiética
Puberdade; precoce,precoce
Purpura; trombocitopênico,trombocitopênico
Recorrência da neoplasia; local,local
Rim policístico; autossômico dominante,autossômico dominante
Sarcoma; Ewing's,Ewing's
Sarcoma; parte macia alveolar,parte macia alveolar
Sarcoma; sinovial,sinovial
Scleroderma; localizado,localizado
Síndrome de desconforto respiratório; recém-nascido,recém-nascido
Telangiectasia; hemorrágica hereditária,hemorrágica hereditária
Tireoidite; autoimune,autoimune
Transtorno depressivo; Major,Major
Trombocitemia; essencial,essencial
Trombose sinusal; intracraniana,intracraniana
Tuberculose; bovino,bovino
Tumores neuroectodérmicos; primitivos,primitivos
Unhas; malformadas,malformadas
Vasoespasmo; intracraniano,intracraniano
Aborto; ameaçado,ameaçado
Aborto; espontâneo,espontâneo
Acidose; lática,lática
Acidose; tubular renal,tubular renal
Adenocarcinoma; folicular,folicular
Adenoma; oxifílico,oxifílico
Albinismo; oculocutâneo,oculocutâneo
Anão; hipófise,hipófise
Anemia; célula falciforme,célula falciforme
Anemia; deficiência de ferro,deficiência de ferro
Anemia; macrocítica,macrocítica
Anemia; neonatal,neonatal
Anemia; perniciosa,perniciosa
Anemia; Sideroblástica,Sideroblástica
Aneurisma aórtico; abdominal,abdominal
Aneurisma aórtico; torácico,torácico
Aneurisma; dissecando,dissecando
Angioedemas; hereditários,hereditários
Anormalidades; induzidas por drogas,induzidas por drogas
Apneia do sono; obstrutiva,obstrutiva
Apreensões; febril,febril
Artrite; experimental,experimental
Artrite; psoriática,psoriática
Artrite; reumatóide juvenil,reumatóide juvenil
Artropatia; neurogênico,neurogênico
Atrofia bulbo-espinhal; ligada a X,ligada a X
Atrofia muscular; espinhal,espinhal
ATROFIAS ópticas; hereditárias,hereditárias
Carcinoma; adenóide cístico,adenóide cístico
Carcinoma; célula basal,célula basal
Carcinoma; célula de transição,célula de transição
Carcinoma; ductal pancreático,ductal pancreático
Carcinoma; medular,medular
Carcinoma; pequena célula,pequena célula
Cardiomiopatia; dilatada,dilatada
Cardiomiopatia; restritiva,restritiva
Cirrose do fígado; experimental,experimental
Cirrose hepática; biliar,biliar
Cistadenocarcinoma; seroso,seroso
Colangite; esclerosante,esclerosante
Deformidades das mãos; congênitas,congênitas
Deformidades de membros; congênitas,congênitas
Deformidades de pé; congênitas,congênitas
Demência; vascular,vascular
Depressão; pós-parto,pós-parto
Diabetes; gestacional,gestacional
Disfunções sexuais; psicológico,psicológico
Distrofia muscular; Duchenne,Duchenne
Distrofia muscular; faciososcapulo-humana,faciososcapulo-humana
Distrofias da córnea; hereditárias,hereditárias
Distrofias musculares; gira de membro,gira de membro
Distúrbios heredodegenerativos; sistema nervoso,sistema nervoso
Doença granulomatosa; crônica,crônica
Doença Niemann-Pick; tipo B tipo B,tipo B tipo B
Doenças cerebrais; metabólicas,metabólicas
Doenças colônicas; funcional,funcional
Doenças de pele; genéticas,genéticas
Doenças de pele; vasculares,vasculares
Doenças genéticas; ligadas ao X,ligadas ao X
Doenças genitais; homens,homens
Doenças hepáticas; alcoólatras,alcoólatras
Doenças oculares; hereditário,hereditário
Doenças pulmonares; intersticiais,intersticiais
Doenças renais; Cystic,Cystic
Enterocolite; necrosante,necrosante
Epilepsia mioclônica; juvenil,juvenil
Epilepsia; lobo frontal,lobo frontal
Epilepsia; lobo temporal,lobo temporal
Epilepsia; neonatal benigno,neonatal benigno
Epilepsia; parcial complexo,parcial complexo
Epilepsia; Rolandic,Rolandic
Epilepsias; mioclônicas,mioclônicas
Esclerose múltipla; progressiva crônica,progressiva crônica
Esforocitose; hereditária,hereditária
Espasmos; infantil,infantil
Exostoses; múltiplos hereditários,múltiplos hereditários
Feridas; penetrando,penetrando
Fibromatose; agressiva,agressiva
Fibromatose; gengival,gengival
Fraturas; fechadas,fechadas
Fraturas; osso,osso
Hemangoendotelioma; epitelioide,epitelioide
Hemoglobinúria; paroxística,paroxística
Hérnia; diafragmática,diafragmática
Hérnia; inguinal,inguinal
Hérnia; umbilical,umbilical
Hialinose; sistêmica,sistêmica
Hiperbilirrubinemia; neonatal,neonatal
Hiperglicinemia; não-cetoótica,não-cetoótica
Hiperlipidemia; Familial Combinada,Familial Combinada
Hipertensão; induzida pela gravidez,induzida pela gravidez
Hipertrofia; ventricular esquerdo,ventricular esquerdo
Hipóxia-isquemia; cérebro,cérebro
Hipóxia; cérebro,cérebro
Infarto; artéria cerebral média,artéria cerebral média
Infertilidade; mulher,mulher
Insensibilidade à dor; congênita,congênita
Insuficiência hepática; aguda,aguda
Leucemia; células T.,células T.
Leucodystraphy; metacromático,metacromático
Leucoencefalite; hemorrágica aguda,hemorrágica aguda
Linfo-histiocitose; hemofagocítica,hemofagocítica
Linfoma; células T.,células T.
Linfoma; células B.,células B.
Linfoma; folicular,folicular
Lúpus eritematoso; cutâneo,cutâneo
Luxação do quadril; congênita,congênita
Mastocitose; sistêmica,sistêmica
Melanoma; experimental,experimental
Membranas fetais; ruptura prematura,ruptura prematura
Metabolismo da frutose; erros inatos,erros inatos
Metabolismo de aminoácidos; erros inatos,erros inatos
Metabolismo de carboidratos; erros inatos,erros inatos
Metabolismo de metal; erros inatos,erros inatos
Metabolismo lipídico; erros inatos,erros inatos
Miopatias; Nemalina,Nemalina
Miosite; corpo de inclusão,corpo de inclusão
Necrólise epidérmica; tóxica,tóxica
Neoplasia; residual,residual
Neoplasias de mama; homem,homem
Neoplasias do fígado; experimental,experimental
Neoplasias genitais; feminino,feminino
Neoplasias mamárias; experimental,experimental
Neoplasias; célula escamosa,célula escamosa
Neoplasias; células germinativas e embrionário,células germinativas e embrionário
Neoplasias; induzidas por radiação,induzidas por radiação
Neoplasias; segundo primário,segundo primário
Neuropatia óptica; isquêmica,isquêmica
Nistagmo; congênito,congênito
Obesidade; abdominal,abdominal
Ossificação; heterotópica,heterotópica
Osteoartrite; joelho,joelho
Osteoartrite; quadril,quadril
Paniculite; lúpus eritematoso,lúpus eritematoso
Paniculite; não substituta nodular,não substituta nodular
Papilloma; plexo coróide,plexo coróide
Porphyria; intermitente agudo,intermitente agudo
Protoporphyria; eritropoiética,eritropoiética
Puberdade; atrasada,atrasada
Puberdade; precoce,precoce
Retardo mental; ligado ao X,ligado ao X
Rim policístico; autossômico dominante,autossômico dominante
Sarcoma; Ewing's,Ewing's
Sarcoma; sinovial,sinovial
Scleroderma; localizado,localizado
Síndrome de desconforto respiratório; recém-nascido,recém-nascido
Transporte tubular renal; erros inatos,erros inatos
Trombocitemia; essencial,essencial
Trombose sinusal; intracraniana,intracraniana
Tumores neuroectodérmicos; primitivos,primitivos
Unhas; malformadas,malformadas
Vasoespasmo; intracraniano,intracraniano
Aborto; espontâneo,espontâneo
Anemia; célula falciforme,célula falciforme
Carcinoma; célula basal,célula basal
Carcinoma; célula de transição,célula de transição
Carcinoma; pequena célula,pequena célula
Cardiomiopatia; dilatada,dilatada
Cistadenocarcinoma; seroso,seroso
Doenças pulmonares; obstrutivas,obstrutivas
Eliptocitose; hereditária,hereditária
Esforocitose; hereditária,hereditária
Fraturas; osso,osso
Hérnia; diafragmática,diafragmática
Hipóxia-isquemia; cérebro,cérebro
Infecções por mycobacterium; atípico,atípico
Lúpus erytematoso; sistêmico,sistêmico
Melanoma; experimental,experimental
Neoplasias de mama; homem,homem
Neoplasias do fígado; experimental,experimental
Neoplasias; segundo primário,segundo primário
Paniculite; não substituta nodular,não substituta nodular
Trombocitemia; essencial,essencial
Epilepsias mioclônicas; progressivas,progressivas
Insônia; fatal familiar,fatal familiar
Acidose; lática,lática
Anão; hipófise,hipófise
Anormalidades; induzidas por drogas,induzidas por drogas
Carcinoma; medular,medular
Cirrose do fígado; experimental,experimental
Cirrose hepática; biliar,biliar
Deformidades de membros; congênitas,congênitas
Doença granulomatosa; crônica,crônica
Fraturas; osso,osso
Hérnia; diafragmática,diafragmática
Metabolismo de carboidratos; erros inatos,erros inatos
Necrólise epidérmica; tóxica,tóxica
Neoplasias; induzidas por radiação,induzidas por radiação
Paniculite; não substituta nodular,não substituta nodular
Scleroderma; localizado,localizado
Tumores neuroectodérmicos; primitivos,primitivos
Unhas; malformadas,malformadas
Carcinoma; adenóide cístico,adenóide cístico
Doença Niemann-Pick; tipo B tipo B,tipo B tipo B
Hemangioma; capilar,capilar
Anão; hipófise,hipófise
Anemia; diamante-Blackfan,diamante-Blackfan
Carcinoma; célula grande,célula grande
Deformidades das mãos; congênitas,congênitas
Deformidades de membros; congênitas,congênitas
Deformidades de pé; congênitas,congênitas
Doenças genéticas; ligadas ao X,ligadas ao X
Exostoses; múltiplos hereditários,múltiplos hereditários
Fibromatose; agressiva,agressiva
Fraturas; osso,osso
Hérnia; diafragmática,diafragmática
Hérnia; inguinal,inguinal
Hérnia; umbilical,umbilical
Keratoderm; Palmopolntar,Palmopolntar
Linfangiectasia; intestinal,intestinal
Metabolismo de metal; erros inatos,erros inatos
Neoplasias; induzidas por radiação,induzidas por radiação
Scleroderma; localizado,localizado
Aborto; espontâneo,espontâneo
Acidose; lática,lática
Acidose; tubular renal,tubular renal
Adenoma; célula hepática,célula hepática
Anão; hipófise,hipófise
Anemia; aplástica,aplástica
Anemia; célula falciforme,célula falciforme
Anemia; deficiência de ferro,deficiência de ferro
Anemia; hemolítica,hemolítica
Anemia; hipocrômica,hipocrômica
Anemia; macrocítica,macrocítica
Anemia; megaloblástica,megaloblástica
Anemia; Sideroblástica,Sideroblástica
Aneurisma aórtico; abdominal,abdominal
Aneurisma aórtico; torácico,torácico
Aneurisma; dissecando,dissecando
Anormalidades; induzidas por drogas,induzidas por drogas
Apreensões; febril,febril
Artrite; experimental,experimental
Artrite; psoriática,psoriática
Artrite; reumatóide juvenil,reumatóide juvenil
Ataque isquêmico; transitório,transitório
Candidíase; mucocutânea crônica,mucocutânea crônica
Candidíase; oral,oral
Candidíase; vulvovaginal,vulvovaginal
Carcinoma; adenóide cístico,adenóide cístico
Carcinoma; célula basal,célula basal
Carcinoma; célula de transição,célula de transição
Carcinoma; célula escamosa,célula escamosa
Carcinoma; célula renal,célula renal
Carcinoma; ductal pancreático,ductal pancreático
Carcinoma; hepatocelular,hepatocelular
Carcinoma; medular,medular
Carcinoma; papilar,papilar
Carcinoma; pequena célula,pequena célula
Carcinoma; pulmão de células não pequenas,pulmão de células não pequenas
Cardiomiopatia; restritiva,restritiva
Cirrose do fígado; experimental,experimental
Cirrose hepática; biliar,biliar
Cistadenocarcinoma; seroso,seroso
Colangite; esclerosante,esclerosante
Colestase; intra-hepática,intra-hepática
Colite; ulcerosa,ulcerosa
Dermatite; atópica,atópica
Dermatite; contato,contato
Dermatite; contato alérgico,contato alérgico
Disautonomia; familiar,familiar
Displasia ectodérmica 1; ANHidrótica,ANHidrótica
Distrofias da córnea; hereditárias,hereditárias
Doença granulomatosa; crônica,crônica
Doença pulmonar; obstrutiva crônica,obstrutiva crônica
Doenças cerebrais; metabólicas,metabólicas
Doenças de pele; vasculares,vasculares
Doenças genéticas; ligadas ao X,ligadas ao X
Doenças genitais; homens,homens
Doenças hepáticas; alcoólatras,alcoólatras
Doenças pulmonares; intersticiais,intersticiais
Doenças renais; Cystic,Cystic
Eliptocitose; hereditária,hereditária
Epilepsia; generalizada,generalizada
Epilepsia; parcial complexo,parcial complexo
Esforocitose; hereditária,hereditária
Espondilite; anquilosing,anquilosing
Estenose pilórica; hipertrófica,hipertrófica
Feridas; penetrando,penetrando
Fibromatose; abdominal,abdominal
Fibromatose; agressiva,agressiva
Fraturas; osso,osso
Hemoglobinúria; paroxística,paroxística
Hepatite B; crônica,crônica
Hérnia; diafragmática,diafragmática
Hérnia; inguinal,inguinal
Hipersensibilidade; imediata,imediata
Hipertensão; portal,portal
Hipofosfatemia; familiar,familiar
Infarto; artéria cerebral média,artéria cerebral média
Infecções por mycobacterium; atípico,atípico
Influenza; humano,humano
Insuficiência hepática; aguda,aguda
Insuficiência renal; crônica,crônica
Leishmaniose; cutânea,cutânea
Leucemia-linfoma; células T adultas,células T adultas
Leucemia; células T.,células T.
Leucoencefalite; hemorrágica aguda,hemorrágica aguda
Leucoencefalopatia; multifocal progressivo,multifocal progressivo
Linfo-histiocitose; hemofagocítica,hemofagocítica
Linfoma; células T.,células T.
Linfoma; células B.,células B.
Linfoma; folicular,folicular
Linfoma; não-Hodgkin,não-Hodgkin
Lúpus eritematoso; cutâneo,cutâneo
Lúpus erytematoso; sistêmico,sistêmico
Mastocitose; sistêmica,sistêmica
Melanoma; experimental,experimental
Metabolismo lipídico; erros inatos,erros inatos
Necrólise epidérmica; tóxica,tóxica
Nefrite; intersticial,intersticial
Neoplasia; residual,residual
Neoplasias de mama; homem,homem
Neoplasias do fígado; experimental,experimental
Neoplasias mamárias; experimental,experimental
Neoplasias; célula escamosa,célula escamosa
Neoplasias; células germinativas e embrionário,células germinativas e embrionário
Neoplasias; induzidas por radiação,induzidas por radiação
Neoplasias; segundo primário,segundo primário
Neuropatias amilóides; familiares,familiares
Ossificação; heterotópica,heterotópica
Paniculite; não substituta nodular,não substituta nodular
Poliondocinopatias; autoimunes,autoimunes
Recorrência da neoplasia; local,local
Rim policístico; autossômico dominante,autossômico dominante
Sarcoma; Ewing's,Ewing's
Sarcoma; sinovial,sinovial
Scleroderma; localizado,localizado
Telangiectasia; hemorrágica hereditária,hemorrágica hereditária
Tireoidite; autoimune,autoimune
Transtorno depressivo; Major,Major
Trombocitemia; essencial,essencial
Trombose sinusal; intracraniana,intracraniana
Tuberculose; bovino,bovino
Tumores neuroectodérmicos; primitivos,primitivos
Vasoespasmo; intracraniano,intracraniano
Acidose; lática,lática
Acidose; tubular renal,tubular renal
Adenocarcinoma; folicular,folicular
Adenoma; célula hepática,célula hepática
Adenoma; oxifílico,oxifílico
Anemia; célula falciforme,célula falciforme
Anemia; deficiência de ferro,deficiência de ferro
Anemia; macrocítica,macrocítica
Aneurisma aórtico; abdominal,abdominal
Aneurisma aórtico; torácico,torácico
Aneurisma; dissecando,dissecando
Artrite; psoriática,psoriática
Artrite; reumatóide juvenil,reumatóide juvenil
Artropatia; neurogênico,neurogênico
Atrofia muscular; espinhal,espinhal
ATROFIAS ópticas; hereditárias,hereditárias
Carcinoma; adenóide cístico,adenóide cístico
Carcinoma; célula basal,célula basal
Carcinoma; célula de transição,célula de transição
Carcinoma; ductal pancreático,ductal pancreático
Carcinoma; medular,medular
Carcinoma; pequena célula,pequena célula
Cistadenocarcinoma; seroso,seroso
Colangite; esclerosante,esclerosante
Colestase; intra-hepática,intra-hepática
Disfunções sexuais; psicológico,psicológico
Distrofia muscular; faciososcapulo-humana,faciososcapulo-humana
Distrofias da córnea; hereditárias,hereditárias
Doença granulomatosa; crônica,crônica
Doenças cerebrais; metabólicas,metabólicas
Doenças genéticas; ligadas ao X,ligadas ao X
Doenças oculares; hereditário,hereditário
Doenças pulmonares; intersticiais,intersticiais
Doenças renais; Cystic,Cystic
Epilepsia; parcial complexo,parcial complexo
Erupção dentária; ectópica,ectópica
Esforocitose; hereditária,hereditária
Exostoses; múltiplos hereditários,múltiplos hereditários
Feridas; penetrando,penetrando
Fibromatose; abdominal,abdominal
Fibromatose; agressiva,agressiva
Fraturas; fechadas,fechadas
Fraturas; osso,osso
Hérnia; diafragmática,diafragmática
Hérnia; inguinal,inguinal
Infarto; artéria cerebral média,artéria cerebral média
Infertilidade; mulher,mulher
Influenza; humano,humano
Insensibilidade à dor; congênita,congênita
Insuficiência hepática; aguda,aguda
Leishmaniose; cutânea,cutânea
Leucemia-linfoma; células T adultas,células T adultas
Leucemia; células T.,células T.
Leucodystraphy; metacromático,metacromático
Leucoencefalite; hemorrágica aguda,hemorrágica aguda
Linfoma; células T.,células T.
Linfoma; células B.,células B.
Linfoma; folicular,folicular
Lúpus eritematoso; cutâneo,cutâneo
Mastocitose; sistêmica,sistêmica
Metabolismo de metal; erros inatos,erros inatos
Necrólise epidérmica; tóxica,tóxica
Neoplasias de mama; homem,homem
Neoplasias genitais; feminino,feminino
Neoplasias; célula escamosa,célula escamosa
Neoplasias; células germinativas e embrionário,células germinativas e embrionário
Neoplasias; induzidas por radiação,induzidas por radiação
Neoplasias; segundo primário,segundo primário
Ossificação; heterotópica,heterotópica
Paniculite; não substituta nodular,não substituta nodular
Porphyria; variada,variada
Rim policístico; autossômico dominante,autossômico dominante
Sarcoma; Ewing's,Ewing's
Scleroderma; localizado,localizado
Trombocitemia; essencial,essencial
Tumores neuroectodérmicos; primitivos,primitivos
Vasoespasmo; intracraniano,intracraniano
Anormalidades; induzidas por drogas,induzidas por drogas
Carcinoma; medular,medular
Cirrose do fígado; experimental,experimental
Cirrose hepática; biliar,biliar
Depressão; pós-parto,pós-parto
Dermatite; atópica,atópica
Doença granulomatosa; crônica,crônica
Doenças genéticas; ligadas ao X,ligadas ao X
Hiperlipidemia; Familial Combinada,Familial Combinada
Hipersensibilidade; imediata,imediata
Leucemia; células T.,células T.
Metabolismo de carboidratos; erros inatos,erros inatos
Metabolismo lipídico; erros inatos,erros inatos
Necrólise epidérmica; tóxica,tóxica
Neoplasias; induzidas por radiação,induzidas por radiação
Scleroderma; localizado,localizado
ATROFIAS ópticas; hereditárias,hereditárias
Condrossarcoma; mesenquimal,mesenquimal
Deformidades de pé; congênitas,congênitas
Distrofia muscular; faciososcapulo-humana,faciososcapulo-humana
Distrofias da córnea; hereditárias,hereditárias
Epilepsias mioclônicas; progressivas,progressivas
Fibromatose; gengival,gengival
Keratoderm; Palmopolntar,Palmopolntar
Neoplasia; residual,residual
Neoplasias colorretais; não polipose hereditária,não polipose hereditária
Neuropatia óptica; isquêmica,isquêmica
Tumores neuroectodérmicos; primitivos,primitivos
Unhas; malformadas,malformadas
Aborto; espontâneo,espontâneo
Acidose; lática,lática
Acidose; tubular renal,tubular renal
Adenocarcinoma; folicular,folicular
Adenoma; oxifílico,oxifílico
Anão; hipófise,hipófise
Anemia; aplástica,aplástica
Anemia; deficiência de ferro,deficiência de ferro
Anemia; macrocítica,macrocítica
Anemia; megaloblástica,megaloblástica
Anemia; Sideroblástica,Sideroblástica
Anormalidades; induzidas por drogas,induzidas por drogas
Apneia do sono; obstrutiva,obstrutiva
Artrite; psoriática,psoriática
Artrite; reumatóide juvenil,reumatóide juvenil
Artropatia; neurogênico,neurogênico
Atrofia muscular; espinhal,espinhal
Carcinoma; célula basal,célula basal
Carcinoma; célula de transição,célula de transição
Carcinoma; célula escamosa,célula escamosa
Carcinoma; célula renal,célula renal
Carcinoma; hepatocelular,hepatocelular
Cardiomiopatia; dilatada,dilatada
Cirrose do fígado; experimental,experimental
Deformidades das mãos; congênitas,congênitas
Deformidades de membros; congênitas,congênitas
Deformidades de pé; congênitas,congênitas
Dermatite; Seborrheic,Seborrheic
Diabetes mellitus; experimental,experimental
Diabetes mellitus; tipo 1,tipo 1
Diabetes mellitus; tipo 2,tipo 2
Diabetes; gestacional,gestacional
Disautonomia; familiar,familiar
Disfunções sexuais; psicológico,psicológico
Distrofia muscular; Duchenne,Duchenne
Distrofia muscular; faciososcapulo-humana,faciososcapulo-humana
Distrofias da córnea; hereditárias,hereditárias
Distrofias musculares; gira de membro,gira de membro
Doença granulomatosa; crônica,crônica
Doenças cerebrais; metabólicas,metabólicas
Doenças genéticas; ligadas ao X,ligadas ao X
Doenças hepáticas; alcoólatras,alcoólatras
Doenças oculares; hereditário,hereditário
Doenças renais; Cystic,Cystic
Epilepsia; ausência,ausência
Epilepsia; generalizada,generalizada
Epilepsias; mioclônicas,mioclônicas
Espasmos; infantil,infantil
Exostoses; múltiplos hereditários,múltiplos hereditários
Fibromatose; gengival,gengival
Fraturas; osso,osso
Glomerulonefrite; IgA,IgA
Glomerulonefrite; membranoproliferativo,membranoproliferativo
Glomerulosclerose; segmentar focal,segmentar focal
Hepatite B; crônica,crônica
Hepatite C; crônica,crônica
Hérnia; diafragmática,diafragmática
Hérnia; inguinal,inguinal
Hérnia; umbilical,umbilical
Hiperlipidemia; Familial Combinada,Familial Combinada
Hiperplasia adrenal; congênita,congênita
Hipertrofia; ventricular esquerdo,ventricular esquerdo
Hipofosfatemia; familiar,familiar
Infertilidade; mulher,mulher
Influenza; humano,humano
Insensibilidade à dor; congênita,congênita
Insuficiência hepática; aguda,aguda
Insuficiência renal; crônica,crônica
Keratoderm; Palmopolntar,Palmopolntar
Leucemia; células T.,células T.
Leucemia; linfóide,linfóide
Leucemia; mielóide,mielóide
Leucodystraphy; metacromático,metacromático
Linfoma; células T.,células T.
Linfoma; células B.,células B.
Linfoma; folicular,folicular
Linfoma; não-Hodgkin,não-Hodgkin
Lipodistrofia; parcial familiar,parcial familiar
Lúpus erytematoso; sistêmico,sistêmico
Metabolismo de aminoácidos; erros inatos,erros inatos
Metabolismo de carboidratos; erros inatos,erros inatos
Metabolismo de metal; erros inatos,erros inatos
Metabolismo de purina-pirimidina; erros inatos,erros inatos
Metabolismo lipídico; erros inatos,erros inatos
